# time_s  celsius  duty_pct
4.003 27.2700 4.4
6.004 27.2500 6.4
8.005 27.1600 9.4
10.005 27.2900 8.3
12.005 27.3200 10.0
14.006 27.4100 10.5
16.007 27.4300 12.6
18.008 27.5200 13.4
20.009 27.6100 14.4
22.010 27.7000 15.7
24.010 27.7900 17.0
26.011 28.0100 16.2
28.012 28.2200 16.4
30.013 28.4900 15.9
32.014 28.7400 16.2
34.014 29.0300 15.9
36.015 29.3500 15.7
38.016 29.7200 14.9
40.017 30.1500 13.4
42.018 30.4800 14.4
44.018 30.9200 13.2
46.019 31.3800 12.1
48.020 31.7800 12.4
50.021 32.3000 10.7
52.022 32.8200 9.4
54.023 33.3700 8.0
56.023 33.9300 6.8
58.024 34.3400 8.2
60.025 34.8000 8.2
62.026 35.2700 8.1
64.027 35.8200 6.6
66.027 36.3400 5.8
68.028 36.7700 6.7
70.029 37.3000 5.4
72.030 37.7400 6.1
74.031 38.0700 8.1
76.031 38.6500 5.5
78.032 39.0700 6.2
80.033 39.4900 6.6
82.034 39.9700 5.8
84.035 40.4200 5.6
86.035 40.7000 8.4
88.036 41.1300 7.7
90.037 41.5200 8.0
92.038 41.9000 8.2
94.039 42.2400 9.3
96.040 42.6000 9.6
98.040 42.8600 11.7
100.041 43.2500 10.8
102.042 43.6000 11.3
104.043 44.0300 10.1
106.044 44.2900 12.3
108.044 44.6800 11.9
110.045 45.1200 10.7
112.046 45.4200 12.4
114.046 45.7500 13.1
116.047 46.1100 13.1
118.048 46.6000 11.1
120.048 46.8100 14.4
122.049 47.2200 13.6
124.050 47.5900 13.6
126.051 47.9400 14.2
128.052 48.3200 14.1
130.053 48.5700 16.2
132.053 49.1200 12.9
134.054 49.5200 13.3
136.055 50.0100 11.9
138.056 50.3500 13.6
140.057 50.8800 11.4
142.057 51.3300 11.4
144.058 51.7800 11.3
146.059 52.3400 9.3
148.060 50.4800 48.2
150.061 53.1900 0.0
152.062 53.7300 2.6
154.062 54.1400 6.2
156.063 54.5400 8.4
158.064 55.2600 4.6
160.065 55.3300 12.3
162.066 56.2200 4.2
164.066 56.5300 7.9
166.067 56.9600 8.2
168.068 57.4000 8.3
170.069 57.7600 9.6
172.070 58.0900 11.0
174.071 58.5400 9.9
176.071 58.9100 10.5
178.072 59.0400 15.1
180.073 59.3300 15.5
182.074 59.7200 14.6
184.075 60.0200 15.4
186.075 60.1900 18.3
188.076 60.5400 17.6
190.077 60.9300 16.5
192.078 61.0600 20.3
194.079 61.6400 15.6
196.079 62.0500 15.4
198.080 62.5600 13.6
200.081 62.9300 14.7
202.082 63.3100 15.3
204.083 63.7300 14.9
206.084 64.0700 16.2
208.084 64.6000 13.8
210.085 65.0000 14.5
212.086 65.5400 12.4
214.087 65.8000 15.8
216.088 66.3600 13.0
218.088 66.9800 10.0
220.088 67.2400 13.8
222.089 67.5600 15.5
224.090 68.3200 9.4
226.091 68.6400 12.1
228.091 69.2000 10.2
230.092 69.7100 9.5
232.093 70.1600 9.8
234.094 70.6200 9.7
236.095 71.0900 9.5
238.096 71.4500 11.1
240.096 71.8700 11.1
242.097 72.2400 11.9
244.098 72.6000 12.5
246.099 72.9800 12.8
248.100 73.4200 11.9
250.100 73.5400 16.6
252.101 73.9300 15.6
254.102 74.2500 16.1
256.103 74.5100 17.6
258.104 74.9000 16.6
260.104 75.1700 18.2
262.105 75.4400 19.4
264.106 75.8400 18.1
266.107 75.9800 21.8
268.108 76.6000 16.5
270.109 76.8800 18.6
272.110 77.3100 17.8
274.111 77.5900 19.6
276.112 78.1000 17.2
278.114 78.4600 18.0
280.115 78.3200 27.1
282.116 79.2800 15.1
284.117 79.3600 21.7
286.118 79.8200 20.0
288.119 80.2800 18.8
290.120 80.7500 17.9
292.121 80.8300 23.8
294.122 81.3900 20.0
296.123 82.0300 16.0
298.124 82.2000 21.2
300.125 82.7800 17.8
302.126 83.0300 21.0
304.127 83.5400 18.9
306.128 83.8900 20.3
308.129 84.5000 16.8
310.130 85.0400 15.6
312.131 85.4900 15.8
314.132 86.1300 11.4
316.133 86.5000 12.2
318.134 87.4600 2.4
320.135 87.6500 7.5
322.136 87.8500 10.2
324.137 88.0400 11.6
