# time_s  setpoint_c  celsius  duty_pct
# 13:32:20  started, log sequence_20260909_133218.txt
# 13:32:20  stage 1/3: target 90.0 C (up)
390.648 81.22 84.59 0.0
391.149 81.14 84.50 0.0
391.650 81.06 84.33 0.0
392.151 80.98 84.24 0.0
392.651 80.91 84.50 0.0
393.152 80.84 83.98 0.4
393.653 80.78 83.98 0.0
394.154 80.72 83.80 0.7
394.655 80.66 83.98 0.0
395.155 80.61 83.72 0.4
395.656 80.56 83.80 0.0
396.157 80.52 83.63 0.2
396.658 80.48 83.54 0.5
397.159 80.44 83.46 0.7
397.660 80.41 83.37 1.0
398.161 80.38 83.29 1.3
398.661 80.35 83.03 3.0
399.162 80.33 83.12 1.8
399.663 80.31 83.12 1.4
400.163 80.29 82.86 3.2
400.664 80.28 82.86 2.8
401.165 80.26 83.03 1.1
401.665 80.25 82.45 5.7
402.166 80.25 82.53 4.6
402.667 80.24 82.36 5.6
403.168 80.24 82.28 6.0
403.669 80.25 82.12 7.0
404.170 80.25 82.03 7.4
404.670 80.26 81.87 8.4
405.171 80.26 81.95 7.4
405.672 80.28 81.79 8.5
406.173 80.29 81.95 6.9
406.674 80.30 81.55 10.1
407.175 80.32 81.55 9.8
407.676 80.34 81.71 8.2
408.176 80.36 81.63 8.8
408.677 80.39 81.55 9.3
409.178 80.41 81.15 12.6
409.679 80.44 81.15 12.3
410.180 80.47 80.99 13.5
410.680 80.50 80.83 14.6
411.181 80.53 80.83 14.4
411.682 80.57 80.83 14.3
412.183 80.60 80.75 14.8
412.684 80.64 80.59 16.0
413.185 80.68 80.75 14.6
413.686 80.72 80.43 17.2
414.187 80.76 80.43 17.1
414.688 80.80 80.20 19.0
415.189 80.85 80.05 20.2
415.690 80.90 80.20 18.8
416.190 80.94 79.89 21.3
416.691 80.99 79.97 20.6
417.192 81.04 80.36 17.4
417.693 81.09 79.74 22.7
418.194 81.15 79.74 22.6
418.695 81.20 79.66 23.3
419.195 81.26 79.51 24.6
419.696 81.31 79.36 25.8
420.197 81.37 79.51 24.6
420.698 81.43 79.51 24.6
421.199 81.49 79.74 22.8
421.700 81.55 79.28 26.9
422.201 81.61 79.13 28.2
422.701 81.67 79.51 25.1
423.202 81.73 79.21 27.9
423.703 81.80 79.28 27.4
424.204 81.86 79.43 26.4
424.705 81.93 78.98 30.4
425.205 82.00 79.28 28.0
