# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred
61.053 66.60 43.7900 100.0 22.810 30.023
61.059 66.60 43.7900 100.0 22.816 30.034
61.064 66.60 43.7900 100.0 22.818 30.047
61.069 66.61 43.7900 100.0 22.820 30.032
61.074 66.61 43.7900 100.0 22.822 30.032
61.080 66.61 43.7800 100.0 22.827 30.053
61.084 66.61 43.7900 100.0 22.822 30.020
61.089 66.61 43.7800 100.0 22.833 30.042
61.094 66.62 43.7800 100.0 22.838 30.066
61.100 66.62 43.7800 100.0 22.836 30.038
61.105 66.62 43.7800 100.0 22.835 30.030
61.113 66.62 43.7800 100.0 22.840 30.051
61.124 66.62 43.7800 100.0 22.846 30.046
61.133 66.63 43.7800 100.0 22.849 30.048
61.143 66.63 43.7800 100.0 22.850 30.061
61.154 66.63 43.7700 100.0 22.858 30.060
61.164 66.63 43.7700 100.0 22.862 30.067
61.172 66.63 43.7800 100.0 22.859 30.067
61.184 66.64 43.7700 100.0 22.867 30.068
61.194 66.64 43.7700 100.0 22.865 30.056
61.203 66.64 43.7700 100.0 22.870 30.080
61.213 66.64 43.7700 100.0 22.875 30.072
61.224 66.64 43.7700 100.0 22.877 30.071
61.233 66.65 43.7700 100.0 22.879 30.084
61.244 66.65 43.7600 100.0 22.884 30.076
61.253 66.65 43.7600 100.0 22.887 30.078
61.264 66.65 43.7500 100.0 22.898 30.117
61.274 66.65 43.7500 100.0 22.903 30.109
61.284 66.66 43.7600 100.0 22.900 30.094
61.293 66.66 43.7500 100.0 22.911 30.133
61.304 66.66 43.7500 100.0 22.910 30.110
61.313 66.66 43.7500 100.0 22.912 30.110
61.324 66.66 43.7500 100.0 22.913 30.122
61.333 66.67 43.7500 100.0 22.917 30.111
61.343 66.67 43.7500 100.0 22.917 30.104
61.354 66.67 43.7500 100.0 22.923 30.128
61.364 66.67 43.7400 100.0 22.927 30.120
61.373 66.67 43.7400 100.0 22.931 30.123
61.383 66.68 43.7400 100.0 22.938 30.153
61.394 66.68 43.7400 100.0 22.939 30.132
61.404 66.68 43.7400 100.0 22.937 30.121
61.414 66.68 43.7300 100.0 22.951 30.169
61.423 66.68 43.7300 100.0 22.957 30.163
61.434 66.69 43.7300 100.0 22.958 30.161
61.444 66.69 43.7300 100.0 22.954 30.159
61.453 66.69 43.7300 100.0 22.964 30.163
61.463 66.69 43.7300 100.0 22.964 30.158
61.474 66.69 43.7200 100.0 22.974 30.193
61.483 66.70 43.7300 100.0 22.969 30.160
61.494 66.70 43.7200 100.0 22.977 30.173
61.503 66.70 43.7200 100.0 22.978 30.185
61.513 66.70 43.7100 100.0 22.988 30.191
61.524 66.70 43.7200 100.0 22.988 30.187
61.534 66.71 43.7200 100.0 22.984 30.184
61.542 66.71 43.7200 100.0 22.989 30.176
61.554 66.71 43.7100 100.0 22.997 30.192
61.564 66.71 43.7100 100.0 22.998 30.203
61.573 66.71 43.7100 100.0 23.008 30.209
