# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred
2871.554 149.99 39.5200 100.0 110.480 112.601
2871.604 149.99 39.5000 100.0 110.500 112.653
2871.655 149.99 39.4800 100.0 110.520 112.705
2871.703 149.99 39.4600 100.0 110.531 112.728
2871.756 149.99 39.4800 100.0 110.520 112.677
2871.805 149.99 39.4700 100.0 110.528 112.692
2871.856 149.99 39.4900 100.0 110.503 112.594
2871.906 149.99 39.4900 100.0 110.503 112.581
2871.957 149.99 39.4700 100.0 110.528 112.652
2872.008 149.99 39.4700 100.0 110.523 112.621
2872.058 149.99 39.4600 100.0 110.531 112.635
2872.112 149.99 39.3800 100.0 110.617 112.902
2872.160 149.99 39.4100 100.0 110.583 112.775
2872.214 149.99 39.4300 100.0 110.566 112.706
2872.264 149.99 39.4100 100.0 110.589 112.767
2872.315 149.99 39.4100 100.0 110.589 112.754
2872.366 149.99 39.4000 100.0 110.592 112.750
2872.414 149.99 39.4100 100.0 110.589 112.727
2872.465 149.99 39.4100 100.0 110.586 112.704
2872.516 149.99 39.3500 100.0 110.643 112.878
2872.569 149.99 39.3900 100.0 110.609 112.752
2872.617 149.99 39.3700 100.0 110.620 112.776
2872.670 149.99 39.3900 100.0 110.603 112.706
2872.719 149.99 39.4000 100.0 110.597 112.674
2872.770 149.99 39.3800 100.0 110.614 112.717
2872.823 149.99 39.3500 100.0 110.643 112.798
2872.871 149.99 39.3700 100.0 110.629 112.738
2872.922 149.99 39.3300 100.0 110.666 112.846
2872.973 149.99 39.3500 100.0 110.646 112.766
2873.024 149.99 39.2900 100.0 110.701 112.931
2873.078 149.99 39.3300 100.0 110.666 112.805
2873.125 149.99 39.3100 100.0 110.686 112.857
2873.180 149.99 39.3200 100.0 110.672 112.797
2873.226 149.99 39.3200 100.0 110.675 112.793
2873.280 149.99 39.2900 100.0 110.710 112.892
2873.328 149.99 39.3100 100.0 110.681 112.785
2873.381 149.99 39.3000 100.0 110.695 112.818
2873.430 149.99 39.2900 100.0 110.701 112.824
2873.480 149.99 39.2600 100.0 110.733 112.914
2873.535 149.99 39.2800 100.0 110.712 112.834
2873.584 149.99 39.2400 100.0 110.753 112.953
2873.635 149.99 39.2600 100.0 110.738 112.892
2873.684 149.99 39.2500 100.0 110.744 112.897
2873.737 149.99 39.2600 100.0 110.733 112.846
2873.785 149.99 39.2400 100.0 110.753 112.899
2873.838 149.99 39.2500 100.0 110.747 112.866
2873.887 149.99 39.2300 100.0 110.764 112.910
2873.938 149.99 39.2200 100.0 110.779 112.943
2873.988 149.99 39.2300 100.0 110.767 112.892
2874.039 149.99 39.2300 100.0 110.767 112.878
2874.090 149.99 39.2000 100.0 110.793 112.950
2874.140 149.99 39.1900 100.0 110.802 112.965
2874.194 149.99 39.1800 100.0 110.813 112.988
2874.242 149.99 39.1800 100.0 110.813 112.974
2874.296 149.99 39.1900 100.0 110.808 112.942
2874.346 149.99 39.1900 100.0 110.805 112.920
2874.397 149.99 39.1800 100.0 110.813 112.934
2874.448 149.99 39.1800 100.0 110.816 112.931
2874.498 149.99 39.1700 100.0 110.822 112.936
2874.547 149.99 39.1600 100.0 110.831 112.952
2874.598 149.99 39.1700 100.0 110.825 112.919
2874.648 149.99 39.1500 100.0 110.848 112.981
