# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
1.604 28.24 28.1600 5.3 0.080 0.836 28.10 -0.0049
1.705 28.25 28.1500 5.9 0.100 0.921 28.06 -0.0074
1.804 28.25 28.1700 5.5 0.081 0.875 28.14 -0.0024
1.903 28.26 28.1700 5.9 0.094 0.934 28.13 -0.0035
2.003 28.27 28.1600 6.3 0.110 1.003 28.10 -0.0052
2.104 28.27 28.1700 6.4 0.109 1.014 28.12 -0.0036
2.203 28.28 28.1600 6.8 0.126 1.082 28.09 -0.0053
2.303 28.29 28.1300 7.6 0.155 1.191 28.02 -0.0095
2.402 28.30 28.1400 7.7 0.158 1.210 28.04 -0.0084
2.504 28.31 28.1200 8.6 0.190 1.328 27.96 -0.0130
2.604 28.31 28.1300 8.4 0.185 1.312 28.01 -0.0099
2.703 28.32 28.1100 9.2 0.213 1.414 27.95 -0.0137
2.804 28.33 28.1300 8.7 0.198 1.366 28.03 -0.0086
2.903 28.34 28.1300 9.0 0.211 1.412 28.02 -0.0092
3.003 28.35 28.1100 9.8 0.243 1.522 27.95 -0.0135
3.103 28.36 28.1100 9.9 0.250 1.548 27.95 -0.0129
3.203 28.37 28.1100 10.2 0.264 1.593 27.94 -0.0134
3.303 28.38 28.1100 10.2 0.266 1.596 27.98 -0.0115
3.402 28.39 28.1200 10.3 0.273 1.617 27.99 -0.0106
3.504 28.40 28.1300 10.3 0.274 1.618 28.02 -0.0087
3.604 28.41 28.1100 11.0 0.305 1.717 27.96 -0.0124
3.703 28.42 28.0800 11.8 0.340 1.833 27.88 -0.0172
3.803 28.43 28.0900 11.8 0.343 1.832 27.91 -0.0152
3.903 28.44 28.0900 11.8 0.349 1.846 27.93 -0.0139
4.003 28.45 28.1000 11.8 0.351 1.843 27.96 -0.0117
4.103 28.47 28.0900 12.3 0.375 1.916 27.92 -0.0140
4.202 28.48 28.0900 12.6 0.391 1.958 27.91 -0.0145
4.304 28.49 28.0800 12.9 0.410 2.012 27.89 -0.0157
4.402 28.50 28.0300 14.4 0.472 2.212 27.72 -0.0256
4.503 28.51 28.0600 13.6 0.449 2.115 27.85 -0.0179
4.603 28.53 28.0700 13.6 0.453 2.118 27.88 -0.0160
4.703 28.54 28.1100 12.7 0.426 2.010 28.02 -0.0078
4.803 28.55 28.0700 14.0 0.481 2.183 27.88 -0.0161
4.902 28.56 28.0600 14.5 0.505 2.249 27.84 -0.0181
5.004 28.58 28.0700 14.4 0.511 2.249 27.87 -0.0162
5.103 28.59 28.0600 14.8 0.532 2.304 27.84 -0.0176
5.202 28.60 28.0500 15.0 0.549 2.340 27.84 -0.0179
5.303 28.62 28.0600 15.0 0.554 2.338 27.87 -0.0159
5.403 28.63 28.0900 14.3 0.535 2.256 27.98 -0.0092
5.503 28.64 28.0600 15.4 0.584 2.402 27.87 -0.0160
5.603 28.66 28.0400 16.0 0.616 2.489 27.81 -0.0193
5.703 28.67 28.0500 16.0 0.624 2.492 27.83 -0.0178
5.803 28.68 28.0600 15.8 0.627 2.481 27.87 -0.0153
5.902 28.70 28.0500 16.3 0.651 2.540 27.84 -0.0170
6.004 28.71 28.0400 16.6 0.674 2.596 27.82 -0.0184
6.104 28.73 28.0500 16.4 0.674 2.572 27.87 -0.0153
6.203 28.74 28.0600 16.5 0.686 2.586 27.88 -0.0143
6.303 28.76 28.0500 16.9 0.710 2.643 27.85 -0.0160
6.403 28.77 28.0500 17.0 0.723 2.661 27.86 -0.0154
6.503 28.78 28.0300 17.5 0.753 2.737 27.81 -0.0181
6.603 28.80 28.0500 17.2 0.750 2.701 27.88 -0.0142
6.703 28.81 28.0400 17.4 0.770 2.740 27.87 -0.0148
6.803 28.83 28.2700 11.6 0.564 2.014 28.62 0.0295
6.902 28.84 28.0200 18.5 0.824 2.879 27.78 -0.0199
7.004 28.86 28.1100 16.2 0.751 2.602 28.09 -0.0019
7.104 28.88 28.0400 18.3 0.839 2.874 27.84 -0.0164
7.203 28.89 28.0100 19.1 0.876 2.970 27.77 -0.0204
7.303 28.91 28.0300 18.9 0.881 2.958 27.81 -0.0179
7.403 28.92 28.0100 19.4 0.909 3.022 27.77 -0.0200
7.504 28.94 28.0300 19.1 0.910 2.994 27.83 -0.0167
7.603 28.95 28.0300 19.1 0.919 2.994 27.85 -0.0151
7.702 28.97 28.0400 19.1 0.930 3.000 27.87 -0.0138
7.804 28.98 28.0400 19.1 0.943 3.011 27.89 -0.0128
7.902 29.00 27.9300 22.2 1.070 3.409 27.51 -0.0347
8.003 29.02 28.0300 19.6 0.986 3.090 27.86 -0.0142
8.104 29.03 28.0300 19.7 1.002 3.108 27.87 -0.0137
8.203 29.05 28.0300 19.9 1.020 3.137 27.86 -0.0139
8.303 29.07 28.0300 20.0 1.036 3.157 27.87 -0.0134
8.402 29.08 28.0200 20.3 1.058 3.200 27.85 -0.0144
8.504 29.10 28.0500 19.7 1.045 3.121 27.96 -0.0082
8.603 29.12 28.0200 20.7 1.096 3.260 27.84 -0.0148
8.702 29.13 28.0300 20.6 1.103 3.249 27.88 -0.0126
8.803 29.15 28.0200 20.9 1.127 3.296 27.85 -0.0139
8.903 29.17 28.0500 20.4 1.120 3.237 27.94 -0.0089
9.003 29.18 28.0100 21.4 1.168 3.365 27.84 -0.0149
9.103 29.20 28.0100 21.7 1.192 3.409 27.82 -0.0160
9.203 29.22 28.0200 21.4 1.192 3.371 27.88 -0.0123
9.303 29.23 28.0300 21.3 1.203 3.373 27.90 -0.0108
9.402 29.25 28.0300 21.6 1.223 3.405 27.89 -0.0112
9.503 29.27 28.0300 21.5 1.234 3.407 27.91 -0.0099
9.604 29.28 28.0400 21.5 1.244 3.403 27.94 -0.0081
9.703 29.30 28.0500 21.4 1.253 3.399 27.97 -0.0064
9.804 29.32 28.0400 21.8 1.279 3.450 27.94 -0.0080
9.902 29.34 28.0300 22.2 1.308 3.512 27.91 -0.0102
10.004 29.35 28.0500 21.8 1.304 3.461 27.98 -0.0057
10.104 29.37 28.0400 22.1 1.331 3.514 27.95 -0.0074
10.203 29.39 28.0500 22.0 1.338 3.501 27.99 -0.0052
10.303 29.41 28.0400 22.4 1.366 3.558 27.96 -0.0071
10.403 29.42 28.0500 22.4 1.379 3.563 27.97 -0.0060
10.503 29.44 28.0600 22.2 1.383 3.541 28.02 -0.0034
