# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
13.709 60.57 63.0700 0.0 -2.492 -4.200 63.37 0.0251
13.809 60.56 63.0700 0.0 -2.503 -4.182 63.37 0.0249
13.908 60.55 63.0500 0.0 -2.496 -4.133 63.33 0.0239
14.009 60.54 63.0800 0.0 -2.536 -4.162 63.38 0.0252
14.108 60.53 63.0700 0.0 -2.539 -4.131 63.36 0.0247
14.209 60.52 63.0700 0.0 -2.551 -4.119 63.37 0.0246
14.309 60.51 63.0700 0.0 -2.563 -4.105 63.37 0.0246
14.408 60.50 63.0800 0.0 -2.582 -4.101 63.38 0.0249
14.509 60.49 63.0800 0.0 -2.590 -4.082 63.37 0.0247
14.608 60.48 63.0600 0.0 -2.584 -4.041 63.35 0.0238
14.709 60.47 63.0900 0.0 -2.620 -4.070 63.39 0.0250
14.809 60.46 63.0800 0.0 -2.624 -4.044 63.38 0.0246
14.908 60.45 63.0800 0.0 -2.633 -4.031 63.38 0.0245
15.008 60.44 63.0900 0.0 -2.645 -4.021 63.38 0.0245
15.108 60.43 63.0800 0.0 -2.645 -3.991 63.36 0.0239
15.208 60.42 63.0700 0.0 -2.649 -3.970 63.36 0.0236
15.309 60.42 63.0900 0.0 -2.672 -3.980 63.38 0.0242
15.407 60.41 63.0900 0.0 -2.688 -3.979 63.39 0.0244
15.509 60.40 63.0800 0.0 -2.677 -3.934 63.36 0.0233
15.608 60.39 63.0900 0.0 -2.699 -3.945 63.38 0.0239
15.709 60.38 63.0900 0.0 -2.711 -3.938 63.38 0.0240
15.808 60.38 63.0800 0.0 -2.708 -3.909 63.36 0.0234
15.908 60.37 63.1000 0.0 -2.730 -3.921 63.39 0.0240
16.008 60.36 63.1000 0.0 -2.736 -3.906 63.38 0.0238
16.108 60.35 63.1000 0.0 -2.751 -3.906 63.39 0.0240
16.209 60.35 63.0900 0.0 -2.743 -3.872 63.37 0.0232
16.308 60.34 63.1100 0.0 -2.767 -3.887 63.39 0.0239
16.408 60.33 63.1000 0.0 -2.767 -3.864 63.38 0.0235
16.508 60.33 63.0800 0.0 -2.758 -3.828 63.35 0.0226
16.608 60.32 63.0900 0.0 -2.774 -3.833 63.37 0.0229
16.708 60.31 63.0900 0.0 -2.779 -3.818 63.36 0.0227
