# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
1.717 35.22 35.5200 0.0 -0.298 0.031 36.17 0.0405
1.811 35.23 35.5500 0.0 -0.325 -0.011 36.26 0.0441
1.909 35.23 35.5700 0.0 -0.335 -0.001 36.30 0.0456
2.010 35.24 35.5800 0.0 -0.345 0.008 36.34 0.0471
2.108 35.25 35.6100 0.0 -0.360 -0.003 36.40 0.0493
2.210 35.25 35.6300 0.0 -0.372 -0.001 36.45 0.0512
2.310 35.26 35.6500 0.0 -0.392 -0.026 36.52 0.0540
2.409 35.27 35.6800 0.0 -0.406 -0.032 36.57 0.0560
2.510 35.28 35.6900 0.0 -0.407 -0.004 36.59 0.0565
2.608 35.29 35.7000 0.0 -0.419 -0.007 36.64 0.0583
2.710 35.29 35.7100 0.0 -0.417 0.028 36.65 0.0584
2.810 35.30 35.7400 0.0 -0.434 0.011 36.71 0.0609
2.909 35.31 35.7500 0.0 -0.436 0.035 36.73 0.0615
3.010 35.32 35.7800 0.0 -0.454 0.009 36.80 0.0642
3.108 35.33 35.8000 0.0 -0.467 -0.002 36.86 0.0662
3.210 35.34 35.8200 0.0 -0.474 0.002 36.90 0.0675
3.309 35.35 35.8300 0.0 -0.475 0.026 36.91 0.0680
3.409 35.36 35.8600 0.0 -0.494 -0.005 36.99 0.0708
3.509 35.37 35.8600 0.0 -0.488 0.038 36.99 0.0705
3.609 35.38 35.8700 0.0 -0.490 0.057 37.01 0.0712
3.710 35.39 35.9000 0.0 -0.508 0.027 37.08 0.0738
3.809 35.40 35.9200 0.0 -0.517 0.022 37.13 0.0754
3.909 35.41 35.9300 0.0 -0.517 0.042 37.15 0.0759
4.010 35.43 35.9600 0.0 -0.530 0.027 37.20 0.0779
4.109 35.44 35.9700 0.0 -0.530 0.047 37.22 0.0783
4.210 35.45 35.9900 0.0 -0.538 0.039 37.27 0.0799
4.309 35.46 35.9800 0.0 -0.517 0.123 37.22 0.0777
4.409 35.47 36.0000 0.0 -0.526 0.116 37.27 0.0793
4.509 35.49 36.0200 0.0 -0.532 0.116 37.31 0.0806
4.609 35.50 36.0300 0.0 -0.533 0.128 37.33 0.0813
4.710 35.51 36.0500 0.0 -0.543 0.114 37.38 0.0831
4.810 35.52 36.0700 0.0 -0.550 0.106 37.42 0.0845
4.909 35.54 36.0900 0.0 -0.550 0.124 37.45 0.0850
5.009 35.55 36.1100 0.0 -0.561 0.107 37.50 0.0869
5.109 35.56 36.1100 0.0 -0.549 0.154 37.49 0.0860
5.209 35.57 36.1400 0.0 -0.563 0.128 37.55 0.0883
5.310 35.59 36.1500 0.0 -0.563 0.141 37.57 0.0888
5.409 35.60 36.1700 0.0 -0.564 0.151 37.60 0.0896
5.510 35.61 36.1900 0.0 -0.578 0.121 37.66 0.0918
5.609 35.63 36.2100 0.0 -0.579 0.128 37.69 0.0925
5.709 35.64 36.2200 0.0 -0.578 0.142 37.71 0.0930
5.810 35.66 36.2300 0.0 -0.575 0.160 37.72 0.0932
5.908 35.67 36.2400 0.0 -0.571 0.183 37.73 0.0932
6.010 35.68 36.2600 0.0 -0.580 0.165 37.78 0.0950
6.109 35.70 36.2700 0.0 -0.573 0.197 37.79 0.0947
6.210 35.71 36.3000 0.0 -0.585 0.168 37.85 0.0969
6.310 35.73 36.3100 0.0 -0.586 0.174 37.87 0.0976
6.408 35.74 36.3300 0.0 -0.585 0.185 37.89 0.0980
6.510 35.76 36.3500 0.0 -0.591 0.175 37.94 0.0994
6.608 35.77 36.3600 0.0 -0.588 0.190 37.95 0.0997
6.710 35.79 36.3700 0.0 -0.579 0.224 37.95 0.0992
6.809 35.80 36.3800 0.0 -0.580 0.226 37.98 0.1000
6.909 35.82 36.3900 0.0 -0.578 0.238 38.00 0.1003
7.010 35.83 36.4200 0.0 -0.585 0.224 38.05 0.1018
7.109 35.85 36.4300 0.0 -0.581 0.240 38.06 0.1019
7.210 35.86 36.4400 0.0 -0.574 0.264 38.07 0.1018
7.309 35.88 36.4600 0.0 -0.582 0.247 38.11 0.1034
7.409 35.89 36.4700 0.0 -0.573 0.278 38.11 0.1029
7.509 35.91 36.4800 0.0 -0.571 0.286 38.14 0.1034
7.609 35.92 36.4800 0.0 -0.557 0.328 38.12 0.1024
7.709 35.94 36.5000 0.0 -0.562 0.319 38.16 0.1036
7.810 35.96 36.5200 0.0 -0.562 0.320 38.19 0.1044
7.909 35.97 36.5300 0.0 -0.553 0.347 38.19 0.1039
8.010 35.99 36.5400 0.0 -0.552 0.352 38.21 0.1046
8.109 36.01 36.5600 0.0 -0.552 0.354 38.24 0.1052
8.209 36.02 36.5700 0.0 -0.544 0.378 38.24 0.1049
8.310 36.04 36.5800 0.0 -0.544 0.379 38.27 0.1057
8.408 36.05 36.6000 0.0 -0.547 0.372 38.31 0.1067
8.510 36.07 36.6000 0.0 -0.533 0.413 38.29 0.1057
8.608 36.09 36.6200 0.0 -0.534 0.408 38.33 0.1066
8.710 36.10 36.6300 0.0 -0.530 0.421 38.34 0.1068
8.809 36.12 36.6500 0.0 -0.525 0.434 38.36 0.1070
8.909 36.14 36.6600 0.0 -0.520 0.446 38.37 0.1071
9.010 36.15 36.6700 0.0 -0.512 0.470 38.38 0.1069
9.109 36.17 36.6800 0.0 -0.512 0.467 38.41 0.1077
9.210 36.19 36.6900 0.0 -0.504 0.490 38.41 0.1074
9.309 36.20 36.7000 0.0 -0.495 0.511 38.41 0.1071
9.409 36.22 36.7100 0.0 -0.490 0.527 38.43 0.1072
9.509 36.24 36.7300 0.0 -0.492 0.513 38.46 0.1083
9.609 36.26 36.7400 0.0 -0.485 0.532 38.47 0.1083
9.709 36.27 36.7500 0.0 -0.477 0.552 38.48 0.1081
9.811 36.29 36.7600 0.0 -0.469 0.573 38.48 0.1078
9.908 36.31 36.7800 0.0 -0.471 0.563 38.52 0.1089
10.010 36.33 36.7900 0.0 -0.464 0.579 38.53 0.1088
10.108 36.34 36.8000 0.0 -0.457 0.595 38.54 0.1088
10.210 36.36 36.8200 0.0 -0.456 0.591 38.57 0.1095
10.309 36.38 36.8200 0.2 -0.442 0.630 38.56 0.1086
10.409 36.40 36.8300 0.3 -0.432 0.654 38.56 0.1081
10.510 36.41 36.8400 0.3 -0.431 0.651 38.59 0.1090
10.609 36.43 36.8600 0.3 -0.430 0.647 38.62 0.1097
10.710 36.45 36.8800 0.2 -0.429 0.645 38.64 0.1103
10.809 36.47 36.8800 0.5 -0.411 0.693 38.62 0.1090
10.909 36.48 36.8900 0.6 -0.406 0.698 38.64 0.1092
11.009 36.50 36.9200 0.2 -0.420 0.651 38.71 0.1118
11.109 36.52 36.9300 0.5 -0.405 0.689 38.70 0.1108
11.210 36.54 36.9300 0.7 -0.389 0.732 38.68 0.1096
11.310 36.56 36.9100 1.3 -0.357 0.819 38.62 0.1065
11.409 36.57 36.9600 0.7 -0.383 0.733 38.73 0.1107
11.510 36.59 36.9800 0.6 -0.384 0.724 38.76 0.1116
11.609 36.61 36.9900 0.7 -0.375 0.743 38.77 0.1114
11.709 36.63 36.9900 0.9 -0.363 0.769 38.76 0.1108
11.810 36.65 36.9900 1.3 -0.339 0.833 38.72 0.1087
11.908 36.66 37.0100 1.2 -0.341 0.816 38.77 0.1099
12.010 36.68 37.0200 1.3 -0.332 0.833 38.77 0.1097
12.108 36.70 37.0200 1.4 -0.320 0.864 38.77 0.1091
