# time_s  celsius  duty_pct
78.613 26.4700 0.0
78.625 26.5800 0.0
78.633 26.6000 0.0
78.644 26.6300 0.0
78.652 26.6300 0.0
78.664 26.6000 0.0
78.672 26.5800 0.0
78.683 26.6500 0.0
78.691 26.6500 0.0
78.702 26.6000 0.0
78.711 26.6300 0.0
78.720 26.5800 0.0
78.730 26.6000 0.0
78.741 26.5600 0.0
78.750 26.6300 0.0
78.760 26.6000 0.0
78.770 26.4900 0.0
78.781 26.5800 0.0
78.789 26.6300 0.0
78.801 26.6000 0.0
78.809 26.6300 0.0
78.820 26.5800 0.0
78.828 26.6000 0.0
78.840 26.6000 0.0
78.848 26.6000 0.0
78.859 26.5800 0.0
78.867 26.6300 0.0
78.879 26.5800 0.0
78.886 26.5800 0.0
78.897 26.6000 0.0
78.906 26.6000 0.0
78.918 26.6000 0.0
78.926 26.6300 0.0
78.937 26.6000 0.0
78.945 26.6500 0.0
78.957 26.6000 0.0
78.965 26.6000 0.0
78.976 26.6000 0.0
78.984 26.6000 0.0
78.996 26.5400 0.0
79.004 26.5800 0.0
79.015 26.6000 0.0
79.023 26.6000 0.0
79.035 26.6000 0.0
79.044 26.5800 0.0
79.052 26.5600 0.0
79.062 26.5800 0.0
79.073 26.5800 0.0
79.082 26.4900 0.0
79.091 26.6300 0.0
79.101 26.5600 0.0
79.113 26.6000 0.0
79.121 26.5800 0.0
79.133 26.5600 0.0
79.141 26.5600 0.0
79.152 26.6300 0.0
79.160 26.5400 0.0
79.172 26.5800 0.0
79.180 26.5800 0.0
79.191 26.6300 0.0
79.199 26.6300 0.0
79.211 26.5800 0.0
79.219 26.6000 0.0
79.230 26.5800 0.0
79.238 26.6000 0.0
79.250 26.6000 0.0
79.258 26.6300 0.0
79.268 26.5800 0.0
79.277 26.6500 0.0
79.288 26.6000 0.0
79.297 26.5800 0.0
79.307 26.6300 0.0
79.316 26.6300 0.0
79.328 26.5800 0.0
79.337 26.5800 0.0
79.346 26.6000 0.0
79.355 26.6000 0.0
79.367 26.5800 0.0
79.376 26.6000 0.0
79.385 26.6000 0.0
79.395 26.6000 0.0
79.406 26.5800 0.0
79.414 26.6300 0.0
79.426 26.6000 0.0
79.434 26.5800 0.0
79.444 26.6000 0.0
79.453 26.5600 0.0
79.463 26.5600 0.0
79.472 26.6300 0.0
79.483 26.6000 0.0
79.492 26.6000 0.0
79.504 26.5800 0.0
79.511 26.5800 0.0
79.523 26.5800 0.0
79.531 26.6300 0.0
79.543 26.6300 0.0
79.551 26.6300 0.0
79.562 26.5800 0.0
79.570 26.6000 0.0
79.582 26.5600 0.0
79.590 26.6300 0.0
79.601 26.6000 0.0
79.609 26.5800 0.0
79.621 26.5800 0.0
79.629 26.6300 0.0
79.640 26.5400 0.0
79.648 26.6000 0.0
79.659 26.6000 0.0
79.668 26.6300 0.0
79.677 26.6300 0.0
79.687 26.6300 0.0
79.698 26.6000 0.0
79.707 26.6300 0.0
79.716 26.5800 0.0
79.726 26.5600 0.0
79.737 26.4300 0.0
79.746 26.5800 0.0
79.758 26.6000 0.0
79.766 26.5600 0.0
79.777 26.6000 0.0
79.785 26.5100 0.0
79.797 26.6000 0.0
79.805 26.5800 0.0
79.816 26.6300 0.0
79.824 26.5800 0.0
79.836 26.5600 0.0
79.844 26.5800 0.0
79.855 26.6000 0.0
79.863 26.5800 0.0
79.875 26.5800 0.0
79.883 26.5800 0.0
79.893 26.6500 0.0
79.902 26.6900 0.0
79.913 26.6000 0.0
79.922 26.5400 0.0
79.932 26.6300 0.0
79.941 26.6000 0.0
79.953 26.6300 0.0
79.962 26.5600 0.0
79.971 26.6300 0.0
79.980 26.8500 0.0
79.992 26.5800 0.0
80.001 26.6300 0.0
80.010 26.5800 0.0
80.020 26.6000 0.0
80.031 26.5800 0.0
80.039 26.6000 0.0
80.051 26.6500 0.0
80.059 26.5600 0.0
80.070 26.5600 0.0
80.078 26.5800 0.0
80.090 26.6700 0.0
80.098 26.6000 0.0
80.109 26.6300 0.0
80.117 26.6000 0.0
80.129 26.5600 0.0
80.137 26.6000 0.0
80.148 26.6000 0.0
80.156 26.6000 0.0
80.168 26.6300 0.0
80.176 26.5800 0.0
80.187 26.6300 0.0
80.195 26.6300 0.0
80.206 26.5800 0.0
80.215 26.5600 0.0
80.225 26.6300 0.0
80.234 26.5600 0.0
80.245 26.6000 0.0
80.254 26.6000 0.0
80.264 26.6000 0.0
80.273 26.6000 0.0
80.285 26.5800 0.0
80.294 26.6500 0.0
80.303 26.6900 0.0
80.312 26.6300 0.0
80.324 26.5600 0.0
80.333 26.5800 0.0
80.342 26.5800 0.0
80.352 26.6300 0.0
80.363 26.5600 0.0
80.371 26.6000 0.0
80.383 26.5800 0.0
80.391 26.5800 0.0
80.402 26.6300 0.0
80.410 26.6000 0.0
80.420 26.5800 0.0
80.429 26.6300 0.0
80.440 26.6000 0.0
80.449 26.6500 0.0
80.461 26.5800 0.0
80.469 26.6300 0.0
80.480 26.6300 0.0
80.488 26.6000 0.0
80.500 26.5800 0.0
80.508 26.6000 0.0
80.519 26.5800 0.0
80.527 26.6000 0.0
80.539 26.6500 0.0
80.547 26.6500 0.0
80.558 26.6000 0.0
80.566 26.6300 0.0
80.578 26.5800 0.0
80.587 26.5800 0.0
80.596 26.5800 0.0
80.605 26.5400 0.0
80.616 26.6000 0.0
80.625 26.5800 0.0
80.634 26.5600 0.0
80.644 26.6000 0.0
80.655 26.6300 0.0
80.664 26.6500 0.0
80.676 26.6300 0.0
80.684 26.6300 0.0
80.695 26.6000 0.0
80.703 26.6000 0.0
80.715 26.6500 0.0
80.723 26.7100 0.0
