# time_s  celsius  duty_pct
3.003 26.8258 40.0
3.504 26.8482 40.0
4.005 26.8928 40.0
4.506 26.9598 40.0
5.006 27.0044 40.0
5.507 27.1161 40.0
6.007 27.1161 40.0
6.508 27.1607 40.0
7.009 27.2054 40.0
7.510 27.2725 40.0
8.010 27.3845 40.0
8.511 27.4292 40.0
9.012 27.5414 40.0
9.512 27.6085 40.0
10.013 27.6984 40.0
10.513 27.7656 40.0
11.014 27.9231 40.0
11.515 28.0130 40.0
12.015 28.1708 40.0
12.516 28.2837 40.0
13.017 28.3967 40.0
13.518 28.5326 40.0
14.018 28.6912 40.0
14.519 28.8272 40.0
15.019 28.9634 40.0
15.520 29.1227 40.0
16.021 29.2596 40.0
16.521 29.4651 40.0
17.022 29.5795 40.0
17.523 29.7399 40.0
18.023 30.0152 40.0
18.524 30.1534 40.0
19.025 30.3610 40.0
19.525 30.5690 40.0
20.026 30.7789 40.0
20.527 30.9649 40.0
21.027 31.1510 40.0
21.528 31.3845 40.0
22.029 31.6186 40.0
22.529 31.8532 40.0
23.030 32.1597 40.0
23.531 32.3486 40.0
24.032 31.7829 40.0
24.532 32.7757 40.0
25.033 33.0382 40.0
25.534 33.2535 40.0
26.034 33.4933 40.0
26.535 33.7824 40.0
27.036 34.0727 40.0
27.536 34.3156 40.0
28.037 34.5837 40.0
28.538 34.8775 40.0
29.038 35.1726 40.0
29.539 35.4442 40.0
30.040 35.6673 40.0
30.540 35.9908 40.0
31.041 36.2159 40.0
31.541 36.5930 40.0
32.041 36.9469 40.0
32.542 37.1007 40.0
33.042 37.4323 40.0
33.543 37.7655 40.0
34.044 38.0749 40.0
34.544 38.3860 40.0
35.045 38.7248 40.0
35.546 39.0131 40.0
36.046 39.3033 40.0
36.547 39.6478 40.0
37.048 39.9145 40.0
37.548 40.2359 40.0
38.049 40.5596 40.0
38.550 40.8036 40.0
39.050 41.1856 40.0
39.551 41.5430 40.0
40.052 41.8471 40.0
40.553 42.1812 40.0
41.053 42.5176 40.0
41.554 42.8843 40.0
42.055 43.1969 40.0
42.555 43.5692 40.0
43.056 43.8880 40.0
43.557 44.2071 40.0
44.057 44.6166 40.0
44.558 44.9115 40.0
45.059 45.2078 40.0
45.559 45.5065 40.0
46.060 45.8973 40.0
46.561 46.2920 40.0
47.061 46.5979 40.0
47.562 46.9367 40.0
48.063 47.2158 40.0
48.564 47.6220 40.0
49.064 47.9373 40.0
49.565 48.2550 40.0
50.066 48.7035 40.0
50.566 49.0592 40.0
51.067 49.3196 40.0
51.568 49.7468 40.0
52.068 50.0780 40.0
52.569 50.5131 40.0
53.070 50.8504 40.0
53.570 51.2254 40.0
54.071 51.5345 40.0
54.572 51.9504 40.0
55.072 52.2320 40.0
55.573 52.6909 40.0
56.074 52.9401 40.0
56.574 53.2985 40.0
57.075 53.7334 40.0
57.576 54.0626 40.0
58.076 54.4319 40.0
58.577 54.8048 40.0
59.078 55.1808 40.0
59.579 55.5989 40.0
60.079 55.8675 40.0
60.580 56.2546 40.0
61.081 56.6848 40.0
61.581 57.0804 40.0
62.082 57.3195 40.0
62.583 57.8436 40.0
63.083 58.1693 40.0
63.583 58.5811 40.0
64.084 58.9975 40.0
64.585 59.2493 40.0
65.085 59.6305 40.0
65.586 59.8872 40.0
66.087 60.3183 40.0
66.587 60.4927 40.0
67.088 61.1524 40.0
67.589 61.5543 40.0
68.089 61.9156 40.0
68.590 62.1460 40.0
69.091 62.6051 40.0
69.591 62.9772 40.0
70.092 63.2585 40.0
70.593 63.7328 40.0
71.094 64.0202 40.0
71.594 64.4559 40.0
72.095 65.0456 40.0
72.596 65.0955 40.0
73.096 65.5948 40.0
73.597 65.8475 40.0
74.098 66.3584 40.0
74.599 66.6167 40.0
75.099 67.1385 40.0
75.600 67.4561 40.0
76.100 67.8832 40.0
76.601 68.3711 40.0
77.102 68.6443 40.0
77.603 68.9761 40.0
78.103 69.3105 40.0
78.604 69.7622 40.0
79.105 70.2193 40.0
79.605 70.6246 40.0
80.106 70.8582 40.0
80.607 71.2713 40.0
81.107 71.6299 40.0
81.608 71.9314 40.0
82.109 72.3579 40.0
82.609 72.4806 40.0
83.110 73.2274 40.0
83.611 73.4798 40.0
84.111 73.8619 40.0
84.612 74.1841 40.0
85.113 74.8380 40.0
85.614 74.9702 40.0
86.114 75.3698 40.0
86.615 75.7070 40.0
87.116 76.1164 40.0
87.616 76.5344 40.0
88.117 77.0950 40.0
88.618 77.2364 40.0
89.118 77.5211 40.0
89.619 77.8808 40.0
90.120 78.3172 40.0
90.620 78.9089 40.0
91.121 79.1328 40.0
91.622 79.7394 40.0
92.122 79.8926 40.0
92.623 80.2791 40.0
93.124 80.6702 40.0
93.624 81.1452 40.0
94.125 81.3050 40.0
94.625 81.5467 40.0
95.126 81.7085 40.0
95.626 82.2816 40.0
96.127 82.6133 40.0
96.627 83.0332 40.0
97.128 83.4586 40.0
97.629 83.8024 40.0
98.130 84.1509 40.0
98.630 84.4134 40.0
99.131 85.0359 40.0
99.632 85.4881 40.0
100.132 85.4881 40.0
100.633 85.9465 40.0
101.134 86.4114 40.0
101.634 86.9774 40.0
102.135 86.3175 40.0
102.636 87.5545 40.0
103.136 87.9441 40.0
103.637 88.0428 40.0
104.138 87.8456 40.0
104.638 88.7374 40.0
105.139 89.1426 40.0
105.640 89.2437 40.0
106.140 89.5515 40.0
106.641 89.9656 40.0
107.142 90.4913 40.0
107.643 90.5980 40.0
108.143 90.8111 40.0
108.644 91.7881 40.0
109.145 91.3506 40.0
109.645 92.3439 40.0
110.146 92.5686 40.0
110.647 92.4554 40.0
111.147 92.7949 40.0
111.648 93.5999 40.0
112.149 93.8333 40.0
112.649 94.3052 40.0
113.150 94.1873 40.0
113.651 95.1484 40.0
114.151 95.3946 40.0
114.652 95.5168 40.0
115.153 96.0136 40.0
115.653 95.5168 40.0
116.154 96.3918 40.0
116.655 96.2663 40.0
117.155 97.4217 40.0
117.656 97.0315 40.0
118.157 97.9480 40.0
118.657 98.2144 40.0
119.158 98.4829 40.0
119.659 98.8906 40.0
120.159 99.1646 40.0
120.660 99.5808 40.0
121.161 99.8606 40.0
121.662 100.2856 40.0
122.162 100.2856 40.0
122.663 101.2978 40.0
123.164 101.1505 40.0
123.664 101.7490 40.0
124.165 102.1990 40.0
124.666 102.5018 40.0
125.166 102.6551 40.0
125.666 102.8073 40.0
126.167 102.8073 40.0
126.667 103.7429 40.0
127.168 104.0600 40.0
127.669 103.9001 40.0
128.169 104.5403 40.0
128.670 104.7033 40.0
129.171 105.1950 40.0
129.671 105.6920 40.0
130.172 105.8607 40.0
130.673 106.1985 40.0
131.173 106.1985 40.0
131.674 106.7128 40.0
132.175 107.4094 40.0
132.675 107.5869 40.0
133.176 107.9426 40.0
133.677 108.3020 40.0
134.178 108.4843 40.0
134.678 109.2188 40.0
135.179 108.8496 40.0
135.680 109.7815 40.0
136.180 109.5921 40.0
136.681 110.1611 40.0
137.182 110.7373 40.0
137.682 110.3513 40.0
138.183 110.9332 40.0
138.684 110.5449 40.0
139.184 111.3259 40.0
139.685 111.9248 40.0
140.186 112.9461 40.0
140.686 112.7384 40.0
141.187 112.5319 40.0
141.688 112.9461 40.0
142.188 113.5718 40.0
142.689 113.3628 40.0
143.190 113.9962 40.0
143.690 114.8638 40.0
144.191 114.8638 40.0
144.692 115.5257 40.0
145.192 115.0821 40.0
145.693 116.2034 40.0
146.194 115.3046 40.0
146.695 116.6617 40.0
147.195 115.7511 40.0
147.696 116.8947 40.0
148.196 117.8364 40.0
148.697 115.7511 40.0
149.198 117.8364 40.0
149.699 117.8364 40.0
150.199 118.5613 40.0
150.700 118.8044 40.0
151.201 119.0522 40.0
151.701 119.8032 40.0
152.202 119.5500 40.0
152.703 119.8032 40.0
153.203 120.8282 40.0
153.704 120.3120 40.0
154.205 120.8282 40.0
154.706 121.8842 40.0
0.501 122.6993 40.0
1.002 122.9729 40.0
1.503 122.6993 40.0
2.003 123.5336 40.0
2.504 123.2522 40.0
0.502 125.8600 2.3
1.003 126.4600 0.0
1.503 126.4600 0.0
2.004 126.7700 0.0
2.505 126.7700 0.0
3.006 126.7700 0.0
3.507 127.3900 0.0
4.008 127.7000 0.0
4.508 128.3400 0.0
5.009 128.3400 0.0
5.510 128.3400 0.0
6.011 128.9900 0.0
6.512 128.6600 0.0
7.013 128.9900 0.0
7.514 129.3200 0.0
8.014 129.9900 0.0
8.515 128.9900 0.0
9.016 129.6500 0.0
9.517 130.3300 0.0
10.018 130.3300 0.0
10.519 130.3300 0.0
11.020 130.6700 0.0
11.520 131.3600 0.0
12.021 131.7100 0.0
12.522 131.3600 0.0
13.023 132.0700 0.0
13.524 131.7100 0.0
14.025 131.7100 0.0
14.525 132.0700 0.0
15.026 132.0700 0.0
15.527 131.7100 0.0
16.028 131.7100 0.0
16.529 133.5200 0.0
17.030 132.0700 0.0
17.531 132.4300 0.0
18.032 133.1500 0.0
18.532 132.7900 0.0
19.033 131.7100 0.0
19.534 133.1500 0.0
20.034 133.5200 0.0
20.535 132.7900 0.0
21.036 132.4300 0.0
21.536 132.7900 0.0
22.037 133.5200 0.0
22.538 133.9000 0.0
23.039 132.4300 0.0
23.540 133.5200 0.0
24.041 133.9000 0.0
24.542 133.5200 0.0
25.042 133.1500 0.0
25.543 133.1500 0.0
26.044 132.7900 0.0
26.545 133.9000 0.0
27.046 133.1500 0.0
27.547 132.7900 0.0
28.048 133.1500 0.0
28.548 133.9000 0.0
29.049 133.1500 0.0
29.550 133.1500 0.0
30.051 133.1500 0.0
30.552 133.9000 0.0
31.053 133.5200 0.0
31.554 133.9000 0.0
32.054 133.5200 0.0
32.555 133.9000 0.0
33.056 135.4300 0.0
33.557 133.5200 0.0
34.058 133.5200 0.0
34.559 133.5200 0.0
35.060 133.1500 0.0
35.560 133.1500 0.0
36.061 134.2700 0.0
36.562 132.0700 0.0
37.063 132.7900 0.0
37.564 133.1500 0.0
38.064 132.7900 0.0
38.565 133.1500 0.0
39.066 132.7900 0.0
39.567 133.1500 0.0
40.068 133.5200 0.0
40.569 132.4300 0.0
41.070 133.1500 0.0
41.570 132.4300 0.0
42.071 131.7100 0.0
42.572 133.9000 0.0
43.073 132.0700 0.0
43.574 132.7900 0.0
44.075 133.1500 0.0
44.576 131.3600 0.0
45.076 132.0700 0.0
45.576 131.7100 0.0
46.077 132.0700 0.0
46.578 131.0100 0.0
47.079 131.3600 0.0
47.580 131.7100 0.0
48.081 131.7100 0.0
48.581 130.6700 0.0
49.082 131.0100 0.0
49.583 131.3600 0.0
50.084 131.7100 0.0
50.585 131.3600 0.0
51.086 131.3600 0.0
51.587 131.0100 0.0
52.087 130.6700 0.0
52.588 131.0100 0.0
53.089 129.9900 0.0
53.590 129.3200 0.0
54.091 130.3300 0.0
54.592 129.6500 0.0
55.092 129.9900 0.0
55.593 129.9900 0.0
56.094 129.9900 0.0
56.595 129.3200 0.0
57.096 129.3200 0.0
57.597 129.6500 0.0
58.098 129.3200 0.0
58.599 129.3200 0.0
59.099 128.9900 0.0
59.600 128.0200 0.0
60.101 129.3200 0.0
60.602 128.9900 0.0
61.103 128.3400 0.0
61.604 128.0200 0.0
62.105 128.0200 0.0
62.605 127.7000 0.0
63.106 127.0800 0.0
63.607 128.0200 0.0
64.108 127.7000 0.0
64.609 128.6600 0.0
65.110 127.0800 0.0
65.610 127.0800 0.0
66.111 126.4600 0.0
66.612 126.7700 0.0
67.113 126.4600 0.0
67.614 126.4600 0.0
68.114 127.0800 0.0
68.615 126.4600 0.0
69.116 126.4600 0.0
69.617 125.5600 0.0
70.117 125.5600 0.0
70.618 126.1600 0.0
71.119 124.9700 0.0
71.619 125.5600 0.0
72.120 125.2600 0.0
72.621 125.2600 0.0
73.122 124.6700 0.0
73.623 124.6700 0.0
74.124 124.6700 0.0
74.624 124.3900 0.0
75.125 124.3900 0.0
75.626 124.1000 0.0
76.127 123.5300 0.0
76.628 123.5300 0.0
77.129 123.5300 0.0
77.630 123.5300 0.0
78.130 123.5300 0.0
78.631 122.9700 0.0
79.132 122.7000 0.0
79.633 122.7000 0.0
80.134 122.7000 0.0
80.635 122.9700 0.0
81.135 122.9700 0.0
81.636 122.4300 0.0
82.137 122.9700 0.0
82.638 122.4300 0.0
83.139 121.6200 0.0
83.640 121.8800 0.0
84.141 121.3500 0.0
84.642 121.6200 0.0
85.142 121.8800 0.0
85.643 121.3500 0.0
86.144 121.0900 0.0
86.645 120.0600 0.0
87.146 120.3100 0.0
87.647 120.0600 0.0
88.148 120.3100 0.0
88.648 120.5700 0.0
89.149 119.8000 0.0
89.650 120.0600 0.0
90.151 119.8000 0.0
90.652 119.5500 0.0
91.152 119.0500 0.0
91.653 119.0500 0.0
92.154 117.8400 0.0
92.655 118.5600 0.0
93.156 118.5600 0.0
93.657 119.0500 0.0
94.158 118.3200 0.0
94.658 117.8400 0.0
95.159 117.3600 0.0
95.659 117.8400 0.0
96.160 117.6000 0.0
96.661 118.3200 0.0
97.162 117.8400 0.0
97.662 117.6000 0.0
98.163 116.6600 0.0
98.664 116.8900 0.0
99.165 116.2000 0.0
99.666 116.4300 0.0
100.166 116.4300 0.0
100.667 115.9800 0.0
101.168 116.2000 0.0
101.669 116.2000 0.0
102.170 115.7500 0.0
102.671 115.5300 0.0
103.172 115.3000 0.0
103.672 115.5300 0.0
104.173 115.3000 0.0
104.674 114.8600 0.0
105.175 114.6400 0.0
105.676 115.3000 0.0
106.177 113.5700 0.0
106.677 113.5700 0.0
107.178 114.4300 0.0
107.679 113.7800 0.0
108.180 113.7800 0.0
108.681 112.9400 0.0
109.182 113.3600 0.0
109.683 113.1500 0.0
110.183 113.1500 0.0
110.684 113.1500 0.0
111.185 112.3300 0.0
111.686 112.9400 0.0
112.187 112.5300 0.0
112.688 112.5300 0.0
113.189 112.1300 0.0
113.690 112.1300 0.0
114.190 112.1300 0.0
114.691 111.7200 0.0
115.192 111.9200 0.0
115.693 111.5200 0.0
116.194 111.3300 0.0
116.695 111.3300 0.0
117.195 110.9300 0.0
117.696 110.9300 0.0
118.197 110.5400 0.0
