# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred
32.010 58.18 44.7900 10.0 13.387 16.630
32.111 58.20 44.7800 10.0 13.422 16.662
32.210 58.22 44.7500 10.0 13.468 16.711
32.310 58.24 44.7300 10.0 13.511 16.755
32.410 58.26 44.7200 10.0 13.536 16.773
32.511 58.28 44.7000 10.0 13.582 16.823
32.611 58.30 44.6700 10.0 13.632 16.877
32.709 58.32 44.6500 10.0 13.665 16.906
32.811 58.34 44.6300 10.0 13.705 16.946
32.910 58.36 44.6200 10.0 13.740 16.979
33.010 58.38 44.5900 10.0 13.791 17.035
33.111 58.40 44.5800 10.0 13.818 17.055
33.210 58.42 44.5400 10.0 13.877 17.125
33.310 58.44 44.5400 10.0 13.902 17.141
33.410 58.46 44.5100 10.0 13.952 17.196
33.511 58.48 44.4900 10.0 13.986 17.226
33.610 58.50 44.4700 10.0 14.028 17.269
33.710 58.52 44.4600 10.0 14.061 17.298
33.811 58.54 44.4300 10.0 14.109 17.351
33.910 58.56 44.4100 10.0 14.151 17.393
34.011 58.58 44.3800 10.0 14.193 17.436
34.110 58.60 44.3800 10.0 14.220 17.455
34.210 58.62 44.3500 10.0 14.270 17.511
34.311 58.64 44.3300 10.0 14.304 17.541
34.410 58.66 44.3100 10.0 14.346 17.583
34.511 58.68 44.2900 10.0 14.386 17.623
34.610 58.70 44.2800 10.0 14.422 17.658
34.710 58.72 44.2500 10.0 14.468 17.706
34.810 58.74 44.2200 10.0 14.512 17.752
34.910 58.76 44.2100 10.0 14.543 17.778
35.011 58.78 44.2000 10.0 14.581 17.815
35.110 58.80 44.1700 10.0 14.631 17.871
35.210 58.82 44.1600 10.0 14.661 17.894
35.311 58.84 44.1500 10.0 14.689 17.917
35.410 58.86 44.1200 10.0 14.741 17.975
35.511 58.88 44.0900 10.0 14.791 18.030
35.610 58.90 44.0600 10.0 14.837 18.077
35.710 58.92 44.0500 10.0 14.867 18.104
35.811 58.94 44.0300 10.0 14.908 18.144
35.910 58.96 44.0100 10.0 14.950 18.188
36.011 58.98 43.9900 10.0 14.987 18.222
36.110 59.00 43.9600 10.0 15.035 18.276
36.210 59.02 43.9500 10.0 15.072 18.308
36.310 59.04 43.9200 10.0 15.115 18.354
36.410 59.06 43.8900 10.0 15.162 18.404
36.511 59.08 43.8900 10.0 15.192 18.429
36.611 59.10 43.8500 10.0 15.243 18.485
