# time_s  setpoint_c  celsius  duty_pct
# 13:28:26  started, log sequence_20260909_132824.txt
# 13:28:26  stage 1/3: target 90.0 C (up)
159.274 61.13 59.76 16.9
159.775 61.23 59.89 16.7
160.276 61.33 60.15 15.5
160.777 61.43 60.27 15.4
161.277 61.53 60.23 16.7
162.780 61.83 60.71 15.4
164.784 62.23 61.11 15.8
165.785 62.43 61.20 16.9
166.286 62.53 61.42 16.0
167.288 62.73 61.64 16.0
168.288 62.93 61.73 17.1
168.789 63.03 62.24 13.8
169.290 63.13 62.15 15.6
169.791 63.23 62.42 14.2
170.792 63.43 62.61 14.6
172.295 63.73 63.07 13.7
173.297 63.93 63.31 13.7
174.298 64.13 63.69 12.3
174.799 64.23 63.49 14.9
175.801 64.43 63.97 12.8
177.303 64.73 64.21 13.6
177.804 64.83 64.17 15.0
178.305 64.93 64.60 12.2
178.806 65.03 64.60 13.2
179.306 65.13 64.85 12.1
180.308 65.33 65.00 12.7
180.809 65.43 65.05 13.3
182.812 65.83 65.65 12.0
183.814 66.03 65.85 12.2
184.315 66.13 65.95 12.3
186.819 66.63 66.46 12.6
187.320 66.73 66.56 12.6
187.821 66.83 66.88 10.9
189.824 67.23 67.30 11.1
190.325 67.33 67.35 11.6
191.327 67.53 67.72 10.3
192.829 67.83 67.99 10.9
193.330 67.93 68.10 10.9
193.830 68.03 68.21 10.9
195.332 68.33 68.48 11.2
197.335 68.73 68.98 10.7
197.836 68.83 69.14 10.2
198.838 69.03 69.42 9.7
200.340 69.33 69.42 12.2
200.841 69.43 69.71 10.6
201.342 69.53 69.76 11.0
202.844 69.83 70.22 9.8
203.345 69.93 70.10 11.6
203.846 70.03 70.33 10.5
204.347 70.13 70.10 13.3
204.848 70.23 70.39 11.6
205.849 70.43 70.68 10.9
206.350 70.53 70.62 12.2
207.853 70.83 70.92 12.2
208.353 70.93 70.92 13.0
209.856 71.23 71.51 10.4
211.359 71.53 71.93 9.3
211.859 71.63 71.45 14.2
212.360 71.73 71.57 13.9
214.364 72.13 72.17 11.8
214.864 72.23 72.05 13.7
# 13:29:25  stage 1, target 90.0 C, now 72.05 C, 58 s in stage
215.365 72.33 72.11 13.9
215.866 72.43 72.11 14.7
217.368 72.73 72.54 13.5
218.370 72.93 72.98 11.5
219.872 73.23 72.91 14.4
222.376 73.73 73.16 16.2
222.876 73.83 73.48 14.3
223.377 73.93 73.23 17.2
224.379 74.13 73.54 16.1
226.382 74.53 74.12 14.2
226.883 74.63 74.12 15.1
227.885 74.83 74.05 17.1
228.385 74.93 74.44 14.6
229.888 75.23 74.38 17.6
230.389 75.33 74.51 17.2
231.390 75.53 74.71 17.2
231.891 75.63 74.97 15.8
232.893 75.83 75.10 16.3
233.894 76.03 75.24 16.7
234.896 76.23 75.44 16.8
235.397 76.33 75.50 17.0
236.398 76.53 75.57 18.0
237.400 76.73 75.98 16.2
237.901 76.83 75.71 19.3
238.903 77.03 75.84 19.7
240.405 77.33 76.18 19.1
241.407 77.53 76.53 17.7
241.908 77.63 76.81 16.2
242.408 77.73 76.88 16.6
243.911 78.03 77.17 16.8
244.412 78.13 77.09 18.3
# 13:30:25  stage 1, target 90.0 C, now 77.09 C, 118 s in stage
# 13:31:25  stage 1, target 90.0 C, now 77.09 C, 178 s in stage
