# time_s  celsius  duty_pct
0.000 28.5767 0.0
0.501 28.7822 0.0
1.001 28.6217 0.0
1.501 28.5767 0.0
2.003 28.5543 0.0
2.504 28.6217 0.0
3.005 28.5992 0.0
3.507 28.7822 0.0
4.008 28.6217 0.0
4.508 28.5767 0.0
5.009 28.6695 0.0
5.509 28.5318 0.0
6.009 28.5992 0.0
6.510 28.5992 0.0
7.013 28.5767 0.0
7.513 28.6217 0.0
8.016 28.5767 0.0
8.516 28.5992 0.0
9.017 28.6217 0.0
9.517 28.5767 0.0
10.017 28.5767 0.0
10.517 28.5767 0.0
11.018 28.5093 0.0
11.518 28.5543 0.0
12.019 28.5767 0.0
12.521 28.5543 0.0
13.021 28.5318 0.0
13.523 28.5543 0.0
14.025 28.5543 0.0
14.525 28.5318 0.0
15.025 28.5318 0.0
15.526 28.5992 0.0
16.026 28.4868 0.0
16.527 28.5318 0.0
17.029 28.5992 0.0
17.529 28.5543 0.0
18.029 28.5543 0.0
18.532 28.5093 0.0
19.032 28.5318 0.0
19.533 28.5543 0.0
20.034 28.5318 0.0
20.535 28.5767 0.0
21.035 28.5543 0.0
21.536 28.4868 0.0
22.037 28.5767 0.0
22.537 28.5767 0.0
23.038 28.5767 0.0
23.539 28.6695 0.0
24.041 28.5318 0.0
24.542 28.5767 0.0
25.043 28.6217 0.0
25.543 28.5093 0.0
26.044 28.6217 0.0
26.544 28.5992 0.0
27.046 28.5992 0.0
27.546 28.5318 0.0
28.047 28.5992 0.0
28.548 28.5767 0.0
29.050 28.7146 0.0
29.551 28.6470 0.0
30.051 28.5992 0.0
30.552 28.5992 0.0
31.052 28.6217 0.0
31.552 28.6921 0.0
32.055 28.6470 0.0
32.556 28.6470 0.0
33.056 28.6470 0.0
33.556 28.5992 0.0
34.057 28.6470 0.0
34.559 28.6217 0.0
35.060 28.5992 0.0
35.560 28.6217 0.0
36.060 28.6695 0.0
36.561 28.5992 0.0
37.062 28.5992 0.0
37.562 28.6217 0.0
38.064 28.5767 0.0
38.564 28.6470 0.0
39.064 28.5992 0.0
39.568 28.5992 0.0
40.068 28.5992 0.0
40.568 28.6470 0.0
41.069 28.7371 0.0
41.569 28.5543 0.0
42.070 28.6217 0.0
42.571 28.6217 0.0
43.071 28.6470 0.0
43.572 28.6217 0.0
44.073 28.5992 0.0
44.576 28.5767 0.0
45.076 28.6217 0.0
45.577 28.5767 0.0
46.078 28.6217 0.0
46.579 28.5093 0.0
47.079 28.5767 0.0
47.580 28.5992 0.0
48.081 28.6695 0.0
48.581 28.5992 0.0
49.082 28.5767 0.0
49.583 28.5543 0.0
50.085 28.3746 0.0
50.586 28.5992 0.0
51.087 28.5543 0.0
51.587 28.5992 0.0
52.087 28.6217 0.0
52.587 28.5767 0.0
53.089 28.5093 0.0
53.590 28.6217 0.0
54.091 28.5992 0.0
54.591 28.5318 0.0
55.094 28.5093 0.0
55.594 28.5543 0.0
56.095 28.5992 0.0
56.596 28.5767 0.0
57.098 28.6921 0.0
57.598 28.5093 0.0
58.099 28.5992 0.0
58.599 28.5992 0.0
59.099 28.5767 0.0
59.600 28.5767 0.0
60.103 28.5543 0.0
60.603 28.5992 0.0
61.103 28.5543 0.0
61.604 28.6217 0.0
62.104 28.5543 0.0
62.605 28.5543 0.0
63.107 28.5767 0.0
63.607 28.5318 0.0
64.107 28.5093 0.0
64.608 28.5543 0.0
65.111 28.5318 0.0
65.611 28.5767 0.0
66.112 28.5543 0.0
66.612 28.4868 0.0
67.113 28.5767 0.0
67.614 28.5767 0.0
68.115 28.6921 0.0
68.615 28.5992 0.0
69.116 28.7371 0.0
69.617 28.5992 0.0
70.117 28.6695 0.0
70.620 28.5543 0.0
71.121 28.5318 0.0
71.622 28.5992 0.0
72.122 28.5543 0.0
72.623 28.5543 0.0
73.124 28.3970 0.0
73.625 28.5543 0.0
74.125 28.5318 0.0
74.626 28.5543 0.0
75.126 28.5543 0.0
75.629 28.5318 0.0
76.130 28.5543 0.0
76.630 28.5767 0.0
77.130 28.6470 0.0
77.632 28.0580 0.0
78.133 28.5767 0.0
