# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
12.615 34.07 31.6600 39.9 2.404 4.963 31.32 -0.0285
12.715 34.08 31.6600 40.0 2.422 4.982 31.32 -0.0284
12.814 34.10 31.6500 40.3 2.450 5.017 31.31 -0.0287
12.917 34.12 31.6500 40.6 2.476 5.049 31.30 -0.0289
13.017 34.14 31.6500 40.5 2.487 5.059 31.31 -0.0284
13.115 34.16 31.6300 41.1 2.526 5.112 31.28 -0.0293
13.217 34.18 31.6200 41.5 2.558 5.152 31.26 -0.0298
13.316 34.20 31.6200 41.5 2.573 5.166 31.27 -0.0295
13.416 34.21 31.6100 41.8 2.599 5.200 31.26 -0.0297
13.516 34.23 31.6200 41.9 2.616 5.216 31.26 -0.0295
13.616 34.25 31.6000 42.4 2.650 5.260 31.24 -0.0301
13.717 34.27 31.5900 42.8 2.683 5.304 31.22 -0.0306
13.816 34.29 31.5900 42.7 2.695 5.312 31.23 -0.0301
13.917 34.31 31.5900 43.0 2.722 5.345 31.22 -0.0304
14.018 34.33 31.5800 43.2 2.746 5.374 31.21 -0.0305
14.116 34.35 31.5700 43.5 2.772 5.404 31.21 -0.0307
14.217 34.36 31.5800 43.5 2.788 5.419 31.21 -0.0304
14.317 34.38 31.5700 43.7 2.809 5.443 31.21 -0.0304
14.417 34.40 31.5500 44.4 2.854 5.503 31.17 -0.0315
14.517 34.42 31.5700 44.0 2.855 5.495 31.20 -0.0305
14.617 34.44 31.5500 44.5 2.887 5.533 31.18 -0.0309
14.718 34.46 31.5300 45.1 2.926 5.588 31.15 -0.0318
14.817 34.48 31.5400 45.0 2.939 5.596 31.16 -0.0313
14.918 34.50 31.5400 45.0 2.956 5.614 31.17 -0.0311
15.019 34.52 31.5400 45.1 2.975 5.631 31.17 -0.0309
15.117 34.54 31.5400 45.3 2.999 5.659 31.16 -0.0311
15.218 34.55 31.5200 45.9 3.038 5.711 31.13 -0.0319
15.318 34.57 31.5200 45.8 3.050 5.720 31.15 -0.0314
15.418 34.59 31.5100 46.3 3.085 5.764 31.12 -0.0320
15.518 34.61 31.5100 46.4 3.104 5.783 31.13 -0.0318
15.618 34.63 31.4900 46.9 3.138 5.826 31.10 -0.0324
15.718 34.65 31.5000 46.9 3.154 5.839 31.11 -0.0321
15.817 34.67 31.4900 47.2 3.183 5.877 31.10 -0.0324
15.919 34.69 31.4900 47.3 3.203 5.896 31.10 -0.0323
