# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
11.503 59.36 60.0000 0.0 -0.647 0.605 60.92 0.0766
11.603 59.38 60.0200 0.0 -0.646 0.605 60.95 0.0771
11.703 59.39 60.0300 0.0 -0.641 0.610 60.96 0.0773
11.803 59.41 60.0400 0.0 -0.626 0.632 60.96 0.0771
11.902 59.43 60.0500 0.0 -0.624 0.632 60.98 0.0775
12.004 59.45 60.0700 0.0 -0.617 0.641 61.00 0.0777
12.104 59.47 60.0800 0.0 -0.614 0.645 61.02 0.0781
12.203 59.48 60.0900 0.0 -0.608 0.653 61.03 0.0783
12.303 59.50 60.1000 0.0 -0.594 0.671 61.03 0.0781
12.403 59.52 60.1200 0.0 -0.598 0.663 61.07 0.0788
12.504 59.54 60.1300 0.0 -0.588 0.678 61.07 0.0789
12.603 59.56 60.1500 0.0 -0.588 0.675 61.10 0.0794
12.703 59.58 60.1500 0.0 -0.577 0.689 61.11 0.0794
12.804 59.60 60.1600 0.0 -0.564 0.706 61.11 0.0793
12.902 59.61 60.1700 0.0 -0.559 0.713 61.13 0.0795
13.003 59.63 60.1800 0.0 -0.550 0.725 61.14 0.0797
13.104 59.65 60.2000 0.0 -0.544 0.731 61.15 0.0799
13.203 59.67 60.2100 0.0 -0.539 0.736 61.17 0.0802
13.303 59.69 60.2100 0.0 -0.525 0.754 61.17 0.0800
13.403 59.71 60.2300 0.0 -0.518 0.764 61.19 0.0802
13.504 59.73 60.2400 0.0 -0.519 0.758 61.21 0.0808
13.603 59.74 60.2400 0.0 -0.493 0.796 61.20 0.0800
13.703 59.76 60.2600 0.0 -0.493 0.794 61.22 0.0805
13.804 59.78 60.2600 0.0 -0.483 0.807 61.23 0.0806
13.902 59.80 60.2700 0.0 -0.473 0.819 61.24 0.0806
14.003 59.82 60.2800 0.0 -0.459 0.836 61.24 0.0804
14.104 59.84 60.3000 0.0 -0.460 0.831 61.27 0.0810
14.203 59.86 60.3100 0.0 -0.449 0.844 61.28 0.0810
14.303 59.88 60.3100 0.0 -0.437 0.861 61.29 0.0810
14.403 59.90 60.3200 0.0 -0.424 0.877 61.29 0.0809
14.504 59.91 60.3300 0.0 -0.413 0.892 61.30 0.0808
14.603 59.93 60.3400 0.0 -0.406 0.897 61.31 0.0811
14.702 59.95 60.3400 0.0 -0.386 0.928 61.30 0.0806
14.804 59.97 60.3600 0.0 -0.388 0.918 61.33 0.0812
14.903 59.99 60.3700 0.0 -0.376 0.935 61.34 0.0812
15.003 60.01 60.3800 0.0 -0.370 0.939 61.36 0.0814
15.103 60.03 60.3900 0.0 -0.359 0.951 61.36 0.0814
15.203 60.05 60.4000 0.0 -0.357 0.951 61.39 0.0819
15.303 60.07 60.4100 0.0 -0.341 0.971 61.39 0.0816
15.402 60.09 60.4100 0.0 -0.326 0.993 61.39 0.0814
15.504 60.11 60.4200 0.0 -0.316 1.003 61.40 0.0815
15.604 60.12 60.4300 0.0 -0.309 1.010 61.41 0.0817
15.703 60.14 60.4400 0.0 -0.301 1.018 61.43 0.0818
15.803 60.16 60.4600 0.0 -0.293 1.025 61.44 0.0820
15.903 60.18 60.4500 0.0 -0.270 1.058 61.43 0.0814
16.003 60.20 60.4700 0.0 -0.271 1.052 61.46 0.0820
16.103 60.22 60.4700 0.0 -0.254 1.076 61.45 0.0817
16.203 60.24 60.4900 0.0 -0.254 1.071 61.48 0.0822
16.304 60.26 60.4900 0.0 -0.235 1.095 61.48 0.0818
16.402 60.28 60.5000 0.0 -0.224 1.109 61.48 0.0818
16.503 60.30 60.5200 0.0 -0.218 1.114 61.50 0.0821
16.604 60.32 60.5300 0.0 -0.210 1.119 61.51 0.0823
16.703 60.34 60.5200 0.0 -0.187 1.152 61.50 0.0817
16.803 60.36 60.5400 0.0 -0.188 1.147 61.53 0.0822
16.903 60.37 60.5500 0.0 -0.175 1.161 61.54 0.0822
17.004 60.39 60.5600 0.0 -0.170 1.165 61.55 0.0825
17.103 60.41 60.5700 0.0 -0.152 1.188 61.55 0.0821
17.202 60.43 60.5800 0.0 -0.145 1.194 61.57 0.0823
17.304 60.45 60.5700 0.0 -0.121 1.227 61.55 0.0817
17.403 60.47 60.5800 0.0 -0.107 1.245 61.56 0.0816
17.503 60.49 60.5900 0.0 -0.100 1.251 61.57 0.0818
17.603 60.51 60.6100 0.0 -0.100 1.246 61.60 0.0823
17.703 60.53 60.6100 0.0 -0.083 1.267 61.60 0.0820
17.804 60.55 60.6100 0.0 -0.064 1.290 61.59 0.0817
17.902 60.57 60.6400 0.0 -0.067 1.280 61.62 0.0824
18.003 60.59 60.6300 0.0 -0.044 1.314 61.61 0.0818
18.104 60.61 60.6400 0.0 -0.033 1.324 61.62 0.0818
18.203 60.63 60.6500 0.0 -0.027 1.329 61.64 0.0821
18.303 60.65 60.6600 0.0 -0.008 1.353 61.64 0.0817
18.403 60.67 60.6600 0.0 0.005 1.367 61.64 0.0816
18.504 60.69 60.6700 0.0 0.013 1.376 61.65 0.0818
18.603 60.71 60.6800 0.0 0.029 1.394 61.65 0.0815
18.702 60.73 60.6900 0.0 0.035 1.399 61.67 0.0818
18.804 60.74 60.6900 0.0 0.059 1.434 61.66 0.0812
18.902 60.76 60.7000 0.0 0.064 1.435 61.68 0.0815
19.003 60.78 60.7000 0.0 0.081 1.455 61.68 0.0812
19.104 60.80 60.7000 0.0 0.099 1.477 61.68 0.0809
19.203 60.82 60.7200 0.0 0.106 1.484 61.69 0.0811
19.304 60.84 60.7200 0.0 0.122 1.502 61.69 0.0809
19.402 60.86 60.7200 0.0 0.139 1.526 61.69 0.0806
19.503 60.88 60.7300 0.0 0.155 1.545 61.69 0.0804
19.604 60.90 60.7300 0.0 0.175 1.568 61.69 0.0800
19.703 60.92 60.7600 0.0 0.165 1.548 61.73 0.0810
19.803 60.94 60.7500 0.0 0.188 1.578 61.72 0.0805
19.903 60.96 60.7600 0.0 0.199 1.591 61.73 0.0805
20.004 60.98 60.7700 0.0 0.207 1.596 61.74 0.0807
20.103 61.00 60.7800 0.0 0.223 1.618 61.74 0.0805
20.202 61.02 60.7800 0.0 0.239 1.635 61.74 0.0803
20.304 61.04 60.7800 0.0 0.262 1.666 61.73 0.0797
20.402 61.06 60.7800 0.0 0.280 1.690 61.73 0.0794
20.503 61.08 60.7900 0.0 0.284 1.690 61.75 0.0798
20.603 61.10 60.8000 0.0 0.297 1.704 61.76 0.0797
20.703 61.12 60.8000 0.0 0.319 1.733 61.75 0.0792
20.803 61.14 60.8100 0.0 0.331 1.746 61.76 0.0792
20.902 61.16 60.8200 0.0 0.336 1.747 61.78 0.0795
21.004 61.18 60.8200 0.0 0.360 1.780 61.76 0.0789
21.103 61.20 60.8200 0.0 0.375 1.796 61.77 0.0788
21.202 61.22 60.8200 0.0 0.392 1.819 61.77 0.0785
21.304 61.24 60.8400 0.0 0.400 1.825 61.78 0.0787
21.403 61.26 60.8400 0.0 0.417 1.845 61.78 0.0784
21.503 61.28 60.8400 0.0 0.434 1.866 61.78 0.0782
21.603 61.30 60.8400 0.0 0.452 1.885 61.78 0.0779
21.703 61.32 60.8600 0.0 0.456 1.887 61.80 0.0783
21.803 61.33 60.8600 0.0 0.474 1.909 61.80 0.0780
21.903 61.35 60.8700 0.0 0.487 1.923 61.80 0.0779
22.004 61.37 60.8700 0.0 0.507 1.949 61.80 0.0775
22.103 61.39 60.8800 0.0 0.517 1.958 61.81 0.0776
22.202 61.41 60.8800 0.0 0.529 1.971 61.82 0.0776
22.304 61.43 60.8900 0.0 0.542 1.984 61.82 0.0776
22.402 61.45 60.8900 0.0 0.565 2.014 61.81 0.0770
22.503 61.47 60.9000 0.0 0.575 2.025 61.82 0.0771
22.604 61.49 60.9100 0.0 0.585 2.033 61.83 0.0772
22.703 61.51 60.9000 0.0 0.616 2.077 61.81 0.0763
22.803 61.53 60.9000 0.0 0.631 2.092 61.82 0.0761
22.904 61.55 60.9100 0.0 0.643 2.107 61.82 0.0761
23.005 61.57 60.9100 0.0 0.658 2.124 61.83 0.0760
23.104 61.59 60.9200 0.0 0.677 2.147 61.82 0.0757
23.204 61.61 60.9200 0.0 0.689 2.160 61.83 0.0757
23.305 61.63 60.9300 0.0 0.700 2.170 61.84 0.0758
23.403 61.65 60.9300 0.0 0.717 2.191 61.84 0.0755
23.504 61.67 60.9400 0.0 0.731 2.206 61.85 0.0754
23.604 61.69 60.9500 0.0 0.746 2.223 61.85 0.0753
23.705 61.71 60.9400 0.0 0.772 2.258 61.83 0.0746
23.804 61.73 60.9600 0.0 0.774 2.253 61.86 0.0751
23.904 61.75 60.9500 0.0 0.796 2.281 61.85 0.0746
24.005 61.77 60.9500 0.0 0.821 2.313 61.84 0.0740
24.104 61.79 60.9700 0.0 0.822 2.308 61.86 0.0746
24.204 61.81 60.9700 0.0 0.838 2.328 61.87 0.0744
24.305 61.83 60.9800 0.0 0.853 2.345 61.87 0.0742
24.404 61.85 60.9700 0.0 0.884 2.386 61.85 0.0734
24.504 61.87 60.9700 0.0 0.900 2.405 61.85 0.0732
24.604 61.89 60.9800 0.0 0.909 2.415 61.86 0.0733
24.705 61.91 60.9800 0.0 0.928 2.434 61.86 0.0730
24.804 61.93 60.9900 0.0 0.940 2.448 61.87 0.0731
