# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
2.709 57.35 56.9200 15.4 0.431 2.485 55.91 -0.0849
2.810 57.36 56.9200 15.5 0.445 2.509 55.92 -0.0833
2.908 57.37 56.9200 15.5 0.455 2.500 55.96 -0.0795
3.010 57.38 56.9000 16.3 0.486 2.637 55.86 -0.0861
3.109 57.39 56.8900 16.6 0.505 2.688 55.85 -0.0867
3.209 57.40 56.8600 17.7 0.542 2.861 55.71 -0.0960
3.309 57.41 56.8400 18.5 0.573 2.986 55.62 -0.1018
3.409 57.42 56.8400 18.1 0.577 2.917 55.72 -0.0937
3.509 57.43 56.8200 18.8 0.607 3.032 55.64 -0.0987
3.610 57.44 56.8200 18.9 0.625 3.061 55.65 -0.0976
3.708 57.45 56.8000 19.5 0.652 3.151 55.59 -0.1010
3.810 57.46 56.8000 19.4 0.665 3.139 55.63 -0.0971
3.908 57.48 56.7800 20.3 0.699 3.273 55.53 -0.1036
4.010 57.49 56.7700 20.1 0.712 3.252 55.59 -0.0990
4.109 57.50 56.7600 20.6 0.737 3.319 55.55 -0.1008
4.209 57.51 56.7400 21.1 0.764 3.402 55.50 -0.1038
4.309 57.52 56.7400 21.2 0.784 3.429 55.51 -0.1026
4.410 57.53 56.7100 22.1 0.820 3.568 55.40 -0.1095
4.510 57.55 56.7100 22.0 0.835 3.550 55.45 -0.1053
4.610 57.56 56.6800 23.0 0.875 3.715 55.31 -0.1140
4.709 57.57 56.6900 22.6 0.882 3.641 55.42 -0.1058
4.810 57.58 56.6800 22.9 0.907 3.693 55.40 -0.1066
4.908 57.60 56.6600 23.4 0.936 3.777 55.34 -0.1096
5.010 57.61 56.6500 23.6 0.957 3.796 55.35 -0.1080
5.109 57.62 56.6400 24.0 0.985 3.867 55.31 -0.1102
5.209 57.63 56.6300 24.2 1.009 3.903 55.31 -0.1098
5.309 57.65 56.6200 24.4 1.030 3.924 55.32 -0.1084
5.409 57.66 56.6400 23.1 1.018 3.711 55.56 -0.0902
5.510 57.67 56.5900 25.1 1.083 4.047 55.25 -0.1115
5.610 57.69 56.5700 25.9 1.121 4.179 55.15 -0.1181
5.709 57.70 56.5800 25.3 1.125 4.069 55.29 -0.1074
5.810 57.72 56.5500 26.1 1.164 4.210 55.18 -0.1146
5.908 57.73 56.5500 26.0 1.181 4.184 55.23 -0.1099
6.010 57.74 56.5100 27.3 1.230 4.396 55.05 -0.1222
6.109 57.76 56.5300 26.6 1.233 4.271 55.20 -0.1103
6.209 57.77 56.4700 28.9 1.307 4.650 54.85 -0.1346
6.309 57.79 56.4800 28.1 1.311 4.524 55.00 -0.1227
6.409 57.80 56.4900 27.1 1.309 4.359 55.20 -0.1081
6.509 57.82 56.4600 28.3 1.357 4.554 55.03 -0.1192
6.610 57.83 56.4500 28.5 1.382 4.582 55.03 -0.1183
6.708 57.85 56.4300 29.0 1.413 4.654 54.98 -0.1207
6.810 57.86 56.4400 28.4 1.420 4.554 55.11 -0.1108
6.908 57.88 56.4400 28.3 1.439 4.542 55.15 -0.1072
7.010 57.89 56.4100 29.4 1.485 4.720 55.00 -0.1172
7.109 57.91 56.4100 28.9 1.495 4.635 55.11 -0.1084
7.209 57.92 56.4000 29.1 1.521 4.668 55.10 -0.1081
7.309 57.94 56.3800 29.6 1.553 4.751 55.05 -0.1113
7.409 57.95 56.3800 29.6 1.575 4.754 55.07 -0.1089
7.509 57.97 56.3700 29.9 1.601 4.790 55.06 -0.1086
7.610 57.99 56.3500 30.3 1.634 4.865 55.01 -0.1116
7.709 58.00 56.3400 30.5 1.659 4.889 55.02 -0.1105
7.809 58.02 56.3300 30.8 1.688 4.939 54.99 -0.1115
7.909 58.03 56.3200 30.8 1.709 4.936 55.02 -0.1088
8.009 58.05 56.3100 31.2 1.739 4.994 54.99 -0.1102
8.110 58.07 56.3000 31.3 1.765 5.017 54.99 -0.1093
8.208 58.08 56.2900 31.4 1.788 5.027 55.00 -0.1074
8.310 58.10 56.2800 31.6 1.815 5.066 54.99 -0.1076
8.409 58.11 56.2800 31.6 1.835 5.049 55.04 -0.1036
8.509 58.13 56.2600 32.1 1.869 5.132 54.98 -0.1072
8.610 58.15 56.2500 32.2 1.893 5.146 54.99 -0.1056
8.708 58.16 56.2400 32.4 1.919 5.177 54.98 -0.1052
8.810 58.18 56.2300 32.7 1.950 5.235 54.95 -0.1068
8.909 58.20 56.2300 32.5 1.967 5.200 55.01 -0.1020
9.010 58.21 56.2400 32.0 1.977 5.114 55.12 -0.0932
9.110 58.23 56.1900 33.8 2.038 5.394 54.86 -0.1108
9.209 58.25 56.1800 34.2 2.071 5.461 54.82 -0.1130
9.310 58.26 56.1900 33.5 2.078 5.350 54.96 -0.1026
9.409 58.28 56.1900 33.1 2.092 5.290 55.04 -0.0958
9.510 58.30 56.1600 34.1 2.137 5.451 54.90 -0.1050
9.610 58.32 56.1600 33.9 2.152 5.401 54.98 -0.0988
9.709 58.33 56.1500 34.3 2.186 5.477 54.93 -0.1019
9.809 58.35 56.1500 34.1 2.203 5.438 54.99 -0.0967
9.909 58.37 56.1200 35.2 2.250 5.614 54.84 -0.1068
10.009 58.39 56.1300 34.3 2.252 5.469 55.00 -0.0941
10.110 58.40 56.1100 35.2 2.295 5.611 54.89 -0.1018
10.208 58.42 56.1200 34.5 2.302 5.501 55.02 -0.0916
10.310 58.44 56.0900 35.5 2.347 5.662 54.88 -0.1007
10.408 58.46 56.1000 34.9 2.354 5.554 55.01 -0.0906
10.510 58.47 56.1000 35.0 2.378 5.563 55.03 -0.0888
10.609 58.49 56.0900 35.1 2.402 5.578 55.04 -0.0877
10.709 58.51 56.0800 35.4 2.431 5.631 55.01 -0.0892
10.810 58.53 56.0700 35.7 2.460 5.680 54.98 -0.0903
10.908 58.54 56.0000 38.5 2.548 6.133 54.55 -0.1205
11.010 58.56 56.0500 36.1 2.517 5.744 54.96 -0.0902
11.109 58.58 56.0400 36.1 2.539 5.741 54.99 -0.0876
11.209 58.60 56.0400 36.0 2.557 5.717 55.04 -0.0836
11.309 58.62 56.0300 36.4 2.588 5.777 55.00 -0.0857
11.409 58.63 56.0300 36.1 2.603 5.729 55.07 -0.0800
11.510 58.65 56.0400 35.6 2.614 5.651 55.17 -0.0722
11.610 58.67 56.0300 35.8 2.638 5.673 55.17 -0.0716
11.709 58.69 56.0100 36.5 2.676 5.793 55.07 -0.0782
11.810 58.71 56.0200 36.2 2.689 5.733 55.16 -0.0718
11.908 58.72 56.0000 36.7 2.723 5.817 55.10 -0.0756
12.010 58.74 56.0200 35.9 2.725 5.686 55.25 -0.0642
12.109 58.76 56.0000 36.5 2.758 5.772 55.19 -0.0681
12.209 58.78 56.0100 35.9 2.766 5.681 55.30 -0.0596
12.310 58.80 56.0100 36.1 2.789 5.699 55.30 -0.0590
12.408 58.82 56.0100 36.1 2.810 5.706 55.32 -0.0574
12.510 58.84 56.0000 36.2 2.833 5.723 55.32 -0.0565
12.609 58.85 55.9800 37.2 2.875 5.874 55.20 -0.0653
12.709 58.87 56.0000 36.4 2.877 5.744 55.35 -0.0540
12.809 58.89 56.0100 35.7 2.880 5.625 55.49 -0.0435
12.909 58.91 55.9900 36.4 2.914 5.732 55.40 -0.0493
13.009 58.93 55.9700 37.5 2.959 5.910 55.25 -0.0600
13.110 58.95 55.9700 37.4 2.979 5.900 55.28 -0.0573
13.208 58.96 55.9700 37.3 2.996 5.878 55.32 -0.0538
13.310 58.98 56.0000 35.7 2.980 5.622 55.60 -0.0336
13.408 59.00 55.9800 36.6 3.018 5.761 55.48 -0.0417
13.510 59.02 55.9800 37.0 3.045 5.821 55.45 -0.0441
13.609 59.04 55.9800 36.8 3.061 5.791 55.50 -0.0402
13.709 59.06 55.9900 36.3 3.067 5.703 55.61 -0.0319
13.809 59.08 56.0000 36.0 3.079 5.657 55.68 -0.0269
13.909 59.10 55.9900 36.0 3.101 5.645 55.67 -0.0274
14.010 59.11 55.9900 36.0 3.125 5.644 55.64 -0.0291
14.110 59.13 56.0400 33.7 3.095 5.267 55.99 -0.0037
14.209 59.15 55.9900 35.3 3.154 5.530 55.70 -0.0244
14.310 59.17 56.0000 34.9 3.165 5.451 55.76 -0.0202
14.409 59.18 55.9800 35.4 3.199 5.535 55.65 -0.0278
14.510 59.20 56.0000 34.4 3.198 5.370 55.79 -0.0176
14.609 59.22 55.9900 34.5 3.221 5.389 55.75 -0.0204
14.709 59.23 55.9900 34.4 3.239 5.366 55.75 -0.0202
14.810 59.25 56.0100 33.3 3.234 5.188 55.90 -0.0090
14.909 59.26 56.0100 33.1 3.248 5.151 55.92 -0.0079
15.010 59.28 56.0200 32.5 3.251 5.046 56.00 -0.0019
15.110 59.29 56.0200 32.5 3.269 5.051 55.98 -0.0037
15.209 59.30 56.0100 32.8 3.292 5.089 55.92 -0.0078
15.310 59.32 56.0300 31.8 3.286 4.927 56.06 0.0024
15.409 59.33 56.0300 32.0 3.306 4.954 56.01 -0.0009
15.510 59.35 56.0400 31.2 3.305 4.825 56.12 0.0068
15.610 59.36 56.0400 31.1 3.317 4.807 56.12 0.0067
15.709 59.37 56.0500 30.8 3.324 4.752 56.16 0.0093
15.810 59.38 56.0400 31.1 3.344 4.790 56.10 0.0052
15.908 59.40 56.0700 29.8 3.329 4.586 56.29 0.0185
16.010 59.41 56.0500 30.4 3.355 4.672 56.18 0.0109
16.111 59.42 56.0700 29.4 3.346 4.519 56.32 0.0205
16.209 59.43 56.0900 28.9 3.346 4.432 56.39 0.0254
16.310 59.44 56.0700 29.4 3.369 4.513 56.29 0.0182
16.408 59.45 56.0900 28.5 3.360 4.364 56.43 0.0275
16.510 59.47 56.1100 28.1 3.360 4.291 56.48 0.0314
16.609 59.48 56.1100 27.9 3.365 4.256 56.50 0.0327
16.709 59.49 56.1000 28.2 3.382 4.308 56.44 0.0277
16.809 59.50 56.1300 27.2 3.368 4.137 56.59 0.0387
16.909 59.51 56.1400 26.7 3.365 4.055 56.66 0.0432
17.009 59.52 56.1300 27.2 3.385 4.137 56.56 0.0359
17.110 59.53 56.1600 26.0 3.364 3.934 56.75 0.0492
17.208 59.54 56.1700 25.9 3.369 3.917 56.76 0.0491
17.310 59.55 56.1800 25.6 3.369 3.869 56.79 0.0513
17.408 59.55 56.1800 25.6 3.374 3.853 56.79 0.0510
17.510 59.56 56.1900 25.2 3.372 3.797 56.84 0.0537
17.609 59.57 56.2200 24.2 3.353 3.621 57.00 0.0650
17.709 59.58 56.2200 24.1 3.356 3.608 57.00 0.0646
17.809 59.59 56.2400 23.6 3.349 3.531 57.07 0.0688
17.909 59.60 56.2600 23.1 3.341 3.441 57.14 0.0739
18.009 59.61 56.2600 23.0 3.341 3.419 57.15 0.0741
18.110 59.61 56.2700 22.8 3.338 3.379 57.18 0.0756
18.208 59.62 56.2900 22.4 3.332 3.319 57.23 0.0786
18.310 59.63 56.2900 22.6 3.339 3.346 57.19 0.0753
18.408 59.64 56.3200 21.4 3.313 3.144 57.38 0.0883
18.510 59.64 56.3100 22.3 3.334 3.288 57.23 0.0767
18.609 59.65 56.3500 20.6 3.298 3.017 57.49 0.0948
18.709 59.66 56.3500 21.2 3.312 3.113 57.38 0.0865
18.809 59.66 56.3800 20.1 3.286 2.927 57.56 0.0985
18.909 59.67 56.4000 19.6 3.275 2.852 57.62 0.1024
19.010 59.68 56.4000 20.0 3.282 2.910 57.56 0.0970
19.110 59.68 56.4200 19.1 3.259 2.753 57.71 0.1067
19.209 59.69 56.4200 19.5 3.268 2.823 57.63 0.1003
19.310 59.70 56.4500 18.8 3.249 2.699 57.74 0.1077
19.409 59.70 56.4700 18.1 3.232 2.592 57.84 0.1141
19.510 59.71 56.4900 17.7 3.219 2.519 57.90 0.1178
19.610 59.71 56.5000 17.6 3.214 2.507 57.91 0.1172
19.709 59.72 56.5100 17.4 3.206 2.472 57.93 0.1183
