# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
13.009 31.90 30.6100 17.6 1.289 3.175 30.95 0.0287
13.109 31.92 30.6100 17.6 1.304 3.191 30.96 0.0288
13.210 31.94 30.6000 18.1 1.334 3.245 30.93 0.0271
13.310 31.95 30.6100 18.1 1.341 3.244 30.95 0.0281
13.409 31.97 30.6300 17.8 1.341 3.223 30.99 0.0301
13.509 31.99 30.6200 18.3 1.374 3.285 30.95 0.0280
13.609 32.01 30.6500 17.8 1.365 3.242 31.02 0.0311
13.709 32.03 30.6400 18.2 1.393 3.290 30.99 0.0295
13.810 32.05 30.7000 16.9 1.351 3.163 31.14 0.0368
13.909 32.07 30.6500 18.3 1.417 3.310 31.01 0.0304
14.010 32.09 30.6500 18.6 1.438 3.342 31.00 0.0298
14.109 32.10 30.6900 17.8 1.419 3.273 31.09 0.0341
14.210 32.12 30.6800 18.1 1.440 3.305 31.08 0.0334
14.310 32.14 30.6700 18.5 1.470 3.358 31.05 0.0317
14.408 32.16 30.6800 18.6 1.483 3.368 31.06 0.0320
14.510 32.18 30.6900 18.6 1.494 3.378 31.08 0.0326
14.608 32.20 30.7000 18.4 1.498 3.368 31.11 0.0340
14.710 32.22 30.7100 18.3 1.505 3.365 31.13 0.0351
14.810 32.24 30.7100 18.6 1.530 3.403 31.11 0.0340
14.909 32.26 30.7200 18.6 1.540 3.407 31.13 0.0346
15.010 32.28 30.7200 18.8 1.557 3.429 31.13 0.0344
15.109 32.29 30.7200 19.0 1.577 3.460 31.12 0.0339
15.210 32.31 30.7400 18.8 1.578 3.439 31.16 0.0357
15.309 32.33 30.7400 19.0 1.597 3.466 31.16 0.0353
15.409 32.35 30.7600 18.6 1.592 3.431 31.22 0.0379
15.510 32.37 30.7700 18.6 1.605 3.444 31.22 0.0382
15.609 32.39 30.7700 18.7 1.619 3.459 31.23 0.0383
15.710 32.41 30.7800 18.8 1.634 3.475 31.24 0.0384
15.809 32.43 30.7800 18.9 1.649 3.489 31.24 0.0385
15.909 32.45 30.7900 18.9 1.661 3.501 31.25 0.0389
16.009 32.47 30.7900 19.1 1.679 3.523 31.25 0.0386
16.109 32.49 30.7900 19.2 1.694 3.538 31.26 0.0386
16.210 32.51 30.8200 18.8 1.689 3.507 31.31 0.0411
16.310 32.52 30.8300 18.7 1.697 3.505 31.33 0.0420
16.409 32.54 30.8300 19.0 1.718 3.537 31.32 0.0413
16.509 32.56 30.8300 19.0 1.729 3.544 31.34 0.0418
16.609 32.58 30.8400 19.1 1.745 3.561 31.34 0.0418
16.709 32.60 30.8200 19.7 1.778 3.624 31.30 0.0394
16.810 32.62 30.8700 18.8 1.752 3.538 31.41 0.0447
16.909 32.64 30.8600 19.2 1.780 3.589 31.38 0.0429
17.010 32.66 30.8700 19.1 1.786 3.582 31.40 0.0441
17.109 32.68 30.9100 18.4 1.772 3.524 31.48 0.0478
17.210 32.70 30.9000 18.9 1.799 3.572 31.45 0.0462
17.310 32.72 30.8700 19.8 1.847 3.670 31.38 0.0421
17.408 32.74 30.9100 19.1 1.830 3.608 31.46 0.0461
17.510 32.76 30.9300 18.9 1.831 3.590 31.50 0.0478
17.608 32.78 30.9400 18.9 1.840 3.593 31.52 0.0485
17.710 32.80 30.9300 19.1 1.862 3.625 31.51 0.0476
17.809 32.82 30.9500 19.0 1.867 3.615 31.53 0.0489
17.909 32.83 30.9600 19.0 1.878 3.623 31.55 0.0493
18.009 32.85 30.9600 19.2 1.894 3.645 31.55 0.0490
18.109 32.87 30.9700 19.1 1.902 3.642 31.57 0.0499
18.210 32.89 30.9800 19.1 1.914 3.652 31.58 0.0502
18.310 32.91 31.0100 18.6 1.905 3.609 31.65 0.0531
18.409 32.93 31.0100 18.7 1.920 3.624 31.65 0.0531
18.509 32.95 31.0200 18.9 1.936 3.645 31.65 0.0529
18.609 32.97 31.0400 18.6 1.936 3.624 31.69 0.0546
18.709 32.99 31.0500 18.6 1.946 3.630 31.71 0.0552
18.810 33.01 31.0700 18.3 1.942 3.602 31.76 0.0574
18.909 33.03 31.0800 18.3 1.952 3.607 31.77 0.0579
19.010 33.05 31.0800 18.5 1.972 3.636 31.76 0.0571
19.109 33.07 31.0900 18.3 1.975 3.621 31.80 0.0585
19.210 33.09 31.0900 18.6 1.995 3.654 31.79 0.0576
19.309 33.11 31.1400 17.8 1.972 3.575 31.88 0.0623
19.409 33.13 31.1100 18.7 2.018 3.673 31.81 0.0582
19.509 33.15 31.1400 18.1 2.004 3.619 31.88 0.0617
19.609 33.17 31.1600 18.0 2.011 3.616 31.91 0.0625
19.710 33.19 31.1600 18.2 2.028 3.641 31.90 0.0620
19.809 33.21 31.1800 18.0 2.031 3.626 31.94 0.0634
19.909 33.23 31.1800 18.2 2.047 3.650 31.93 0.0630
20.009 33.25 31.1900 18.3 2.058 3.658 31.95 0.0632
20.109 33.27 31.2300 17.6 2.040 3.593 32.03 0.0672
20.210 33.29 31.2200 18.1 2.069 3.648 32.00 0.0651
20.309 33.30 31.2200 18.1 2.080 3.656 32.01 0.0654
20.409 33.32 31.2400 17.9 2.081 3.639 32.05 0.0670
20.509 33.34 31.2500 17.9 2.091 3.645 32.06 0.0674
20.609 33.36 31.2600 18.0 2.103 3.658 32.07 0.0674
20.709 33.38 31.2800 17.7 2.101 3.633 32.11 0.0693
20.810 33.40 31.2900 17.7 2.110 3.638 32.13 0.0698
20.909 33.42 31.3000 17.8 2.124 3.655 32.13 0.0696
21.010 33.44 31.3200 17.4 2.119 3.624 32.19 0.0718
21.109 33.46 31.3300 17.5 2.130 3.632 32.20 0.0720
21.209 33.48 31.3500 17.3 2.133 3.621 32.23 0.0733
21.310 33.50 31.3600 17.4 2.146 3.637 32.23 0.0731
21.408 33.52 31.3600 17.6 2.160 3.654 32.24 0.0729
21.510 33.54 31.3700 17.6 2.169 3.658 32.25 0.0734
21.609 33.56 31.4100 16.9 2.153 3.598 32.33 0.0770
21.710 33.58 31.4000 17.4 2.181 3.651 32.30 0.0750
21.810 33.60 31.4300 16.9 2.170 3.605 32.37 0.0779
21.908 33.62 31.4600 16.5 2.161 3.566 32.43 0.0805
22.010 33.64 31.4500 16.9 2.187 3.615 32.40 0.0787
22.108 33.66 31.4700 16.8 2.190 3.605 32.43 0.0798
22.210 33.68 31.4800 16.7 2.195 3.601 32.45 0.0807
22.309 33.70 31.4800 17.1 2.220 3.644 32.43 0.0790
22.409 33.72 31.5000 16.9 2.219 3.624 32.47 0.0806
22.510 33.74 31.5100 16.9 2.228 3.632 32.48 0.0810
22.609 33.76 31.5300 16.6 2.225 3.607 32.53 0.0828
22.710 33.78 31.5400 16.9 2.243 3.636 32.52 0.0819
22.810 33.80 31.5600 16.4 2.235 3.597 32.58 0.0845
22.910 33.82 31.5800 16.4 2.243 3.602 32.59 0.0849
23.011 33.84 31.5900 16.4 2.251 3.606 32.61 0.0853
23.110 33.86 31.6000 16.5 2.260 3.612 32.62 0.0855
23.211 33.88 31.6100 16.4 2.265 3.606 32.65 0.0864
23.310 33.90 31.6200 16.4 2.275 3.618 32.66 0.0865
23.410 33.92 31.6400 16.2 2.272 3.594 32.70 0.0882
23.510 33.94 31.6700 15.9 2.270 3.572 32.75 0.0899
23.610 33.96 31.6500 16.5 2.302 3.636 32.70 0.0872
23.711 33.98 31.6800 16.1 2.294 3.600 32.76 0.0896
23.811 34.00 31.7200 15.6 2.282 3.552 32.83 0.0925
23.910 34.02 31.7300 15.6 2.288 3.551 32.85 0.0931
24.011 34.04 31.7900 14.3 2.248 3.435 32.98 0.0994
24.110 34.06 31.7600 15.4 2.296 3.541 32.90 0.0946
24.211 34.08 31.7600 15.7 2.314 3.572 32.89 0.0937
24.311 34.10 31.7800 15.6 2.317 3.564 32.91 0.0946
24.409 34.12 31.8000 15.3 2.316 3.545 32.95 0.0961
24.511 34.14 31.8100 15.4 2.327 3.558 32.96 0.0960
24.609 34.16 31.8500 14.8 2.309 3.500 33.04 0.0995
24.711 34.18 31.8700 14.4 2.302 3.466 33.09 0.1016
24.811 34.20 31.8800 14.5 2.313 3.481 33.10 0.1014
24.909 34.22 31.9000 14.5 2.320 3.484 33.12 0.1018
25.011 34.24 31.9200 14.2 2.314 3.454 33.17 0.1038
25.109 34.26 31.9300 14.3 2.325 3.466 33.17 0.1036
25.211 34.27 31.9600 13.9 2.316 3.431 33.23 0.1059
25.310 34.29 31.9800 13.6 2.310 3.403 33.28 0.1077
25.410 34.31 31.9900 13.8 2.323 3.422 33.28 0.1072
25.510 34.33 31.9900 14.0 2.340 3.452 33.27 0.1063
25.610 34.35 32.0200 13.8 2.336 3.427 33.31 0.1080
25.711 34.37 32.0200 13.9 2.350 3.449 33.31 0.1074
25.810 34.39 32.0400 13.8 2.352 3.440 33.34 0.1083
25.910 34.41 32.0800 13.3 2.337 3.389 33.41 0.1113
26.010 34.43 32.0800 13.5 2.352 3.414 33.41 0.1105
26.110 34.45 32.1000 13.3 2.350 3.395 33.45 0.1118
26.211 34.47 32.1100 13.4 2.362 3.413 33.45 0.1114
26.311 34.49 32.1400 13.2 2.357 3.388 33.49 0.1131
26.410 34.51 32.1500 13.2 2.365 3.394 33.51 0.1132
26.511 34.53 32.1800 12.7 2.353 3.351 33.57 0.1158
26.610 34.55 32.1900 12.9 2.364 3.367 33.57 0.1154
26.711 34.57 32.2000 12.9 2.370 3.367 33.59 0.1158
26.811 34.59 32.2200 12.8 2.374 3.367 33.62 0.1164
26.909 34.61 32.2400 12.7 2.374 3.356 33.65 0.1173
27.011 34.63 32.2600 12.4 2.370 3.333 33.69 0.1189
27.109 34.65 32.2700 12.7 2.384 3.357 33.69 0.1181
27.211 34.67 32.3000 12.3 2.377 3.327 33.74 0.1200
27.310 34.69 32.3100 12.3 2.380 3.323 33.76 0.1206
27.410 34.71 32.3200 12.4 2.390 3.337 33.77 0.1203
27.510 34.73 32.3600 11.8 2.374 3.285 33.84 0.1234
27.610 34.75 32.3600 12.1 2.391 3.316 33.83 0.1221
27.711 34.77 32.3800 12.1 2.394 3.314 33.85 0.1227
27.810 34.79 32.4100 11.7 2.385 3.277 33.91 0.1249
27.910 34.81 32.4300 11.5 2.381 3.258 33.95 0.1263
28.010 34.83 32.4500 11.3 2.381 3.248 33.98 0.1272
28.110 34.85 32.4600 11.5 2.394 3.266 33.98 0.1265
28.211 34.87 32.4800 11.3 2.389 3.247 34.02 0.1279
28.311 34.89 32.5000 11.3 2.396 3.252 34.03 0.1280
28.410 34.91 32.5200 11.2 2.396 3.241 34.06 0.1289
28.511 34.93 32.5200 11.4 2.408 3.262 34.06 0.1282
28.609 34.95 32.5600 10.9 2.395 3.218 34.13 0.1308
28.711 34.97 32.5700 11.0 2.402 3.226 34.14 0.1308
28.811 34.99 32.5900 10.9 2.405 3.222 34.16 0.1312
28.909 35.01 32.6200 10.5 2.392 3.181 34.22 0.1337
29.011 35.03 32.6600 9.9 2.375 3.129 34.30 0.1366
29.109 35.05 32.6500 10.4 2.397 3.176 34.27 0.1347
29.211 35.07 32.6700 10.3 2.399 3.169 34.29 0.1352
29.310 35.09 32.6800 10.6 2.415 3.199 34.29 0.1341
29.410 35.11 32.7000 10.4 2.413 3.183 34.32 0.1352
29.510 35.13 32.7300 10.0 2.400 3.144 34.38 0.1376
29.610 35.15 32.7800 9.2 2.374 3.069 34.48 0.1417
29.711 35.17 32.7700 9.9 2.405 3.140 34.43 0.1384
29.811 35.19 32.8000 9.5 2.393 3.099 34.49 0.1408
29.910 35.21 32.8200 9.5 2.396 3.097 34.51 0.1411
30.010 35.23 32.8300 9.4 2.396 3.090 34.54 0.1418
30.110 35.25 32.8600 9.2 2.393 3.073 34.57 0.1429
30.210 35.27 32.8800 9.2 2.395 3.070 34.60 0.1434
30.311 35.29 32.9000 9.0 2.391 3.052 34.63 0.1445
30.409 35.31 32.9300 8.7 2.383 3.024 34.68 0.1462
30.511 35.33 32.9600 8.2 2.368 2.978 34.75 0.1488
30.610 35.35 32.9700 8.4 2.379 2.997 34.75 0.1481
30.711 35.37 32.9800 8.6 2.389 3.016 34.75 0.1474
30.811 35.39 33.0000 8.4 2.389 3.008 34.78 0.1480
30.909 35.41 33.0200 8.4 2.392 3.006 34.80 0.1484
31.011 35.43 33.0400 8.3 2.390 2.994 34.83 0.1493
31.109 35.45 33.0800 7.8 2.375 2.950 34.90 0.1517
31.211 35.47 33.1000 7.6 2.371 2.931 34.93 0.1529
31.310 35.49 33.1200 7.7 2.376 2.936 34.95 0.1529
31.410 35.51 33.1400 7.6 2.375 2.927 34.98 0.1536
31.510 35.53 33.1500 7.7 2.382 2.939 34.99 0.1532
31.610 35.55 33.1700 7.4 2.376 2.916 35.03 0.1546
31.710 35.57 33.2100 7.1 2.364 2.881 35.08 0.1566
31.811 35.59 33.2300 6.9 2.359 2.861 35.12 0.1578
31.910 35.61 33.2400 7.1 2.372 2.887 35.12 0.1567
32.011 35.63 33.2800 6.6 2.354 2.836 35.19 0.1594
32.110 35.65 33.3000 6.4 2.350 2.819 35.23 0.1605
32.211 35.67 33.3200 6.3 2.349 2.810 35.26 0.1611
32.311 35.69 33.3500 6.1 2.341 2.786 35.30 0.1625
32.410 35.71 33.3800 5.7 2.328 2.749 35.36 0.1647
32.511 35.73 33.3900 6.0 2.341 2.776 35.35 0.1635
32.609 35.75 33.4300 5.4 2.321 2.721 35.43 0.1664
32.711 35.77 33.4400 5.7 2.334 2.747 35.42 0.1652
32.810 35.79 33.4500 5.8 2.342 2.763 35.42 0.1647
32.910 35.81 33.4900 5.1 2.316 2.695 35.51 0.1683
33.010 35.83 33.5100 5.1 2.318 2.695 35.53 0.1684
33.110 35.85 33.5300 5.0 2.315 2.680 35.57 0.1692
33.210 35.87 33.5500 4.9 2.316 2.680 35.59 0.1695
33.311 35.89 33.5800 4.7 2.310 2.659 35.63 0.1707
33.410 35.91 33.6000 4.6 2.306 2.645 35.66 0.1715
33.511 35.93 33.6500 4.0 2.284 2.588 35.74 0.1745
33.610 35.95 33.6200 5.0 2.325 2.685 35.66 0.1698
33.711 35.97 33.6500 4.7 2.317 2.660 35.71 0.1712
33.811 35.99 33.6800 4.5 2.308 2.635 35.75 0.1726
33.909 36.01 33.7100 4.1 2.296 2.599 35.81 0.1745
34.011 36.03 33.7300 4.2 2.302 2.612 35.82 0.1740
34.109 36.05 33.7400 4.3 2.306 2.617 35.83 0.1739
34.211 36.07 33.7800 3.8 2.287 2.566 35.90 0.1766
34.310 36.09 33.8000 3.9 2.294 2.581 35.91 0.1759
34.410 36.11 33.8200 3.7 2.288 2.562 35.94 0.1770
34.511 36.13 33.8400 3.8 2.292 2.567 35.96 0.1769
34.610 36.15 33.8700 3.5 2.280 2.536 36.01 0.1786
34.711 36.17 33.8900 3.3 2.277 2.523 36.04 0.1793
34.810 36.19 33.9000 3.7 2.293 2.561 36.03 0.1775
34.910 36.21 33.9200 3.7 2.293 2.558 36.05 0.1778
35.010 36.23 33.9400 3.6 2.292 2.552 36.07 0.1781
35.110 36.25 33.9600 3.5 2.289 2.542 36.11 0.1788
35.211 36.27 33.9900 3.3 2.280 2.516 36.15 0.1802
35.311 36.29 34.0200 2.9 2.269 2.486 36.20 0.1819
35.410 36.31 34.0500 2.7 2.259 2.458 36.25 0.1833
35.511 36.33 34.0600 3.0 2.272 2.488 36.24 0.1819
35.610 36.35 34.0700 3.1 2.278 2.499 36.25 0.1814
35.711 36.37 34.0900 3.2 2.283 2.510 36.26 0.1810
35.811 36.39 34.1400 2.4 2.251 2.426 36.36 0.1852
35.909 36.41 34.1300 3.0 2.276 2.489 36.32 0.1822
36.011 36.43 34.1600 2.8 2.270 2.468 36.36 0.1833
36.109 36.45 34.1800 2.8 2.271 2.470 36.38 0.1833
36.211 36.47 34.2000 2.8 2.271 2.468 36.40 0.1835
36.310 36.49 34.2100 3.0 2.280 2.489 36.40 0.1826
36.410 36.51 34.2400 2.6 2.267 2.452 36.46 0.1844
36.510 36.53 34.2600 2.7 2.270 2.457 36.47 0.1843
36.610 36.55 34.3400 1.1 2.208 2.300 36.65 0.1922
36.711 36.57 34.3200 2.2 2.253 2.412 36.56 0.1867
36.811 36.59 34.3100 2.8 2.277 2.468 36.52 0.1839
36.910 36.61 34.3700 1.9 2.243 2.384 36.63 0.1882
37.010 36.63 34.3800 2.1 2.251 2.400 36.63 0.1874
37.110 36.65 34.3800 2.7 2.274 2.456 36.59 0.1848
37.210 36.67 34.4000 2.4 2.265 2.429 36.64 0.1861
37.311 36.69 34.4400 2.1 2.252 2.396 36.69 0.1879
37.410 36.71 34.4500 2.2 2.255 2.402 36.70 0.1876
37.511 36.73 34.4800 2.1 2.251 2.392 36.74 0.1882
37.610 36.75 34.5000 1.9 2.247 2.379 36.77 0.1889
37.712 36.77 34.5100 2.2 2.258 2.406 36.76 0.1877
37.810 36.79 34.5500 1.7 2.239 2.354 36.83 0.1902
37.910 36.81 34.5600 1.9 2.246 2.372 36.84 0.1894
38.011 36.83 34.6000 1.5 2.233 2.335 36.89 0.1912
38.110 36.85 34.6100 1.7 2.239 2.352 36.90 0.1906
38.211 36.87 34.6300 1.6 2.238 2.346 36.92 0.1908
38.311 36.89 34.6600 1.4 2.230 2.327 36.96 0.1919
38.410 36.91 34.6900 1.1 2.220 2.298 37.01 0.1933
38.511 36.93 34.7000 1.4 2.230 2.325 37.00 0.1921
38.610 36.95 34.7300 1.2 2.221 2.298 37.05 0.1934
38.710 36.97 34.7300 1.6 2.238 2.341 37.03 0.1913
38.811 36.99 34.7500 1.6 2.236 2.336 37.05 0.1917
38.909 37.01 34.7700 1.6 2.240 2.344 37.06 0.1912
39.011 37.03 34.8000 1.4 2.230 2.319 37.11 0.1926
39.109 37.05 34.8100 1.5 2.237 2.332 37.11 0.1919
39.211 37.07 34.8400 1.4 2.230 2.316 37.15 0.1928
39.310 37.09 34.8600 1.4 2.233 2.321 37.17 0.1925
39.410 37.11 34.9400 0.0 2.164 2.150 37.36 0.2012
39.510 37.13 34.8900 1.6 2.240 2.337 37.19 0.1917
39.610 37.15 34.9300 1.2 2.224 2.297 37.25 0.1938
39.711 37.17 34.9400 1.4 2.230 2.311 37.26 0.1931
39.811 37.19 34.9600 1.4 2.231 2.313 37.28 0.1931
39.910 37.21 34.9700 1.4 2.234 2.319 37.29 0.1928
40.010 37.23 35.0200 0.9 2.213 2.265 37.36 0.1956
40.110 37.25 35.0300 1.1 2.222 2.286 37.36 0.1945
40.210 37.27 35.0400 1.3 2.228 2.303 37.37 0.1937
40.311 37.29 35.0600 1.3 2.229 2.302 37.38 0.1937
40.409 37.31 35.0700 1.7 2.244 2.340 37.37 0.1919
40.511 37.33 35.0900 1.4 2.235 2.315 37.41 0.1932
40.610 37.35 35.1200 1.3 2.230 2.303 37.45 0.1939
40.711 37.37 35.1400 1.4 2.231 2.305 37.46 0.1938
40.811 37.39 35.1500 1.4 2.235 2.314 37.47 0.1934
40.909 37.41 35.1900 1.0 2.216 2.266 37.54 0.1958
41.011 37.43 35.2100 1.0 2.216 2.265 37.56 0.1959
41.109 37.45 35.2300 1.1 2.222 2.281 37.57 0.1951
41.211 37.47 35.2500 1.1 2.220 2.274 37.60 0.1955
41.310 37.49 35.2700 1.0 2.219 2.270 37.62 0.1957
41.410 37.51 35.2800 1.2 2.225 2.286 37.62 0.1949
41.511 37.53 35.3000 1.2 2.225 2.285 37.64 0.1950
41.610 37.55 35.3300 1.1 2.223 2.278 37.67 0.1954
41.711 37.57 35.3400 1.4 2.234 2.305 37.66 0.1941
41.810 37.59 35.3600 1.4 2.234 2.304 37.68 0.1941
41.910 37.61 35.3900 0.9 2.214 2.255 37.75 0.1966
42.010 37.63 35.4000 1.2 2.226 2.283 37.75 0.1952
42.110 37.65 35.4600 0.3 2.191 2.195 37.85 0.1997
