# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
2.008 28.98 28.8500 6.7 0.127 1.045 28.76 -0.0073
2.103 28.98 28.8200 7.5 0.159 1.164 28.68 -0.0120
2.202 28.99 28.8100 8.1 0.179 1.243 28.64 -0.0143
2.304 29.00 28.8300 7.8 0.169 1.217 28.70 -0.0105
2.403 29.01 28.8300 8.1 0.180 1.262 28.69 -0.0109
2.503 29.01 28.8300 8.3 0.187 1.295 28.70 -0.0105
2.603 29.02 28.8000 9.2 0.220 1.411 28.62 -0.0152
2.703 29.03 28.8000 9.3 0.228 1.442 28.63 -0.0148
2.803 29.04 28.7900 9.9 0.250 1.519 28.59 -0.0170
2.902 29.05 28.8100 9.7 0.243 1.495 28.65 -0.0134
3.004 29.06 28.8000 10.0 0.257 1.543 28.63 -0.0141
3.103 29.07 28.7700 10.9 0.293 1.667 28.54 -0.0193
3.202 29.08 28.7900 10.8 0.293 1.662 28.58 -0.0168
3.304 29.09 28.7800 11.2 0.310 1.719 28.56 -0.0180
3.402 29.10 28.7700 11.5 0.325 1.764 28.55 -0.0185
3.503 29.11 28.7700 11.7 0.337 1.799 28.55 -0.0185
3.603 29.12 28.7700 12.0 0.354 1.849 28.53 -0.0194
3.703 29.13 28.7400 12.8 0.385 1.948 28.47 -0.0231
3.803 29.14 28.7600 12.6 0.385 1.937 28.51 -0.0204
3.902 29.15 28.7500 12.9 0.400 1.980 28.50 -0.0208
4.004 29.16 28.7600 12.8 0.403 1.978 28.54 -0.0187
4.104 29.17 28.7600 13.1 0.419 2.022 28.52 -0.0193
4.203 29.19 28.7500 13.3 0.433 2.060 28.52 -0.0195
4.303 29.20 28.7300 14.1 0.467 2.161 28.45 -0.0234
4.403 29.21 28.7300 14.1 0.475 2.176 28.47 -0.0223
4.504 29.22 28.7400 14.2 0.483 2.185 28.49 -0.0209
4.603 29.23 28.7400 14.3 0.494 2.208 28.50 -0.0202
4.703 29.25 28.7200 14.9 0.524 2.296 28.44 -0.0234
4.804 29.26 28.7100 15.3 0.545 2.348 28.42 -0.0246
4.902 29.27 28.7100 15.6 0.564 2.393 28.40 -0.0253
5.003 29.28 28.7200 15.3 0.561 2.363 28.46 -0.0216
5.104 29.30 28.7100 15.7 0.585 2.426 28.43 -0.0234
5.203 29.31 28.7300 15.5 0.584 2.402 28.49 -0.0201
5.303 29.32 28.7100 16.1 0.614 2.485 28.43 -0.0231
5.403 29.34 28.7100 16.3 0.630 2.519 28.43 -0.0232
5.504 29.35 28.7000 16.7 0.654 2.576 28.40 -0.0247
5.603 29.36 28.7100 16.6 0.657 2.563 28.44 -0.0221
5.702 29.38 28.7000 17.0 0.682 2.625 28.41 -0.0239
5.804 29.39 28.6800 17.5 0.710 2.697 28.37 -0.0263
5.903 29.41 28.6900 17.3 0.711 2.676 28.42 -0.0232
6.003 29.42 28.6900 17.6 0.733 2.725 28.40 -0.0243
6.103 29.43 28.6800 18.0 0.755 2.774 28.38 -0.0253
6.203 29.45 28.6700 18.4 0.782 2.837 28.34 -0.0272
6.303 29.46 28.6700 18.3 0.789 2.832 28.37 -0.0252
6.402 29.48 28.6700 18.5 0.806 2.862 28.37 -0.0252
6.504 29.49 28.6800 18.4 0.811 2.852 28.41 -0.0228
6.603 29.51 28.6600 19.0 0.845 2.939 28.35 -0.0262
6.702 29.52 28.6800 18.8 0.847 2.914 28.40 -0.0230
6.804 29.54 28.6500 19.5 0.883 3.009 28.33 -0.0268
6.903 29.55 28.6500 19.6 0.898 3.030 28.34 -0.0263
7.003 29.57 28.6600 19.7 0.912 3.044 28.35 -0.0254
7.103 29.58 28.6300 20.5 0.953 3.153 28.27 -0.0300
7.203 29.60 28.6500 20.0 0.946 3.098 28.35 -0.0251
7.304 29.61 28.6100 21.3 1.007 3.270 28.21 -0.0335
7.402 29.63 28.6400 20.6 0.992 3.186 28.32 -0.0268
7.503 29.65 28.6400 20.6 1.003 3.190 28.34 -0.0253
7.604 29.66 28.6400 20.8 1.022 3.219 28.34 -0.0254
7.703 29.68 28.6200 21.5 1.060 3.317 28.26 -0.0295
7.803 29.69 28.6300 21.2 1.063 3.292 28.32 -0.0262
7.903 29.71 28.6200 21.8 1.094 3.361 28.27 -0.0287
8.004 29.73 28.6300 21.6 1.100 3.345 28.31 -0.0260
8.103 29.74 28.6200 22.0 1.127 3.401 28.28 -0.0276
8.202 29.76 28.6100 22.1 1.144 3.423 28.29 -0.0274
