# time_s  setpoint_c  celsius  duty_pct  err_real  err_pred  predicted_c  rate_c_s
8.703 836.76 835.7800 35.1 0.976 0.291 834.47 -0.1096
8.804 836.74 835.7800 34.8 0.959 0.276 834.47 -0.1091
8.902 836.72 835.7800 34.5 0.943 0.253 834.48 -0.1085
9.003 836.71 835.7800 34.0 0.926 0.192 834.49 -0.1080
9.104 836.69 835.7800 33.7 0.909 0.169 834.49 -0.1074
9.203 836.67 835.7800 33.3 0.892 0.139 834.50 -0.1069
9.303 836.66 835.7800 33.1 0.875 0.122 834.51 -0.1064
9.402 836.64 835.7800 32.6 0.858 0.062 834.51 -0.1058
9.504 836.62 835.7800 32.2 0.841 0.032 834.52 -0.1053
9.603 836.61 835.7800 31.9 0.823 0.008 834.52 -0.1048
9.702 836.59 835.7800 31.6 0.806 -0.016 834.53 -0.1043
9.804 836.57 835.7800 31.1 0.788 -0.069 834.54 -0.1037
9.903 836.55 835.7800 31.0 0.771 -0.063 834.54 -0.1032
10.004 836.54 835.7800 30.7 0.754 -0.087 834.55 -0.1027
10.103 836.52 835.7800 30.4 0.737 -0.110 834.56 -0.1022
10.202 836.50 835.7800 29.9 0.719 -0.163 834.56 -0.1017
10.304 836.48 835.7800 29.6 0.702 -0.194 834.57 -0.1012
10.403 836.47 835.7800 29.3 0.684 -0.225 834.57 -0.1007
10.503 836.45 835.7800 29.0 0.666 -0.241 834.58 -0.1002
10.603 836.43 835.7800 28.7 0.649 -0.265 834.59 -0.0997
10.703 836.41 835.7800 28.4 0.631 -0.288 834.59 -0.0992
10.804 836.40 835.7800 27.9 0.613 -0.349 834.60 -0.0987
10.902 836.38 835.7800 27.6 0.595 -0.372 834.60 -0.0982
11.003 836.36 835.7800 27.3 0.578 -0.396 834.61 -0.0977
11.104 836.34 835.7800 27.0 0.560 -0.427 834.62 -0.0972
11.203 836.32 835.7800 26.5 0.541 -0.481 834.62 -0.0967
11.303 836.31 835.7800 26.4 0.523 -0.475 834.63 -0.0962
11.402 836.29 835.7800 25.9 0.505 -0.529 834.63 -0.0957
11.504 836.27 835.7800 25.6 0.487 -0.560 834.64 -0.0953
11.604 836.25 835.7800 25.6 0.469 -0.547 834.64 -0.0948
11.703 836.23 835.7800 25.1 0.451 -0.600 834.65 -0.0943
11.803 836.21 835.7800 24.8 0.433 -0.631 834.66 -0.0938
11.903 836.20 835.7800 24.5 0.414 -0.655 834.66 -0.0934
12.004 836.18 835.7800 24.0 0.396 -0.708 834.67 -0.0929
12.103 836.16 835.7800 23.9 0.378 -0.703 834.67 -0.0924
12.202 836.14 835.7800 23.6 0.359 -0.727 834.68 -0.0920
12.304 836.12 835.7800 23.3 0.341 -0.751 834.68 -0.0915
12.403 836.10 835.7800 22.9 0.323 -0.804 834.69 -0.0911
12.503 836.09 835.7800 22.5 0.304 -0.835 834.69 -0.0906
12.603 836.07 835.7800 22.3 0.286 -0.859 834.70 -0.0901
12.703 836.05 835.7800 22.0 0.267 -0.883 834.71 -0.0897
12.803 836.03 835.7800 21.7 0.248 -0.907 834.71 -0.0892
12.902 836.01 835.7800 21.4 0.230 -0.931 834.72 -0.0888
13.004 835.99 835.7800 21.1 0.211 -0.963 834.72 -0.0884
13.104 835.97 835.7800 20.9 0.193 -0.979 834.73 -0.0879
13.203 835.96 835.7800 20.6 0.174 -1.003 834.73 -0.0875
13.303 835.94 835.7800 20.3 0.156 -1.026 834.74 -0.0870
13.403 835.92 835.7800 20.0 0.137 -1.050 834.74 -0.0866
13.503 835.90 835.7800 19.8 0.118 -1.074 834.75 -0.0862
13.603 835.88 835.7800 19.2 0.100 -1.135 834.75 -0.0857
13.703 835.86 835.7800 19.0 0.081 -1.159 834.76 -0.0853
13.804 835.84 835.7800 18.7 0.062 -1.183 834.76 -0.0849
13.902 835.82 835.7800 18.4 0.043 -1.214 834.77 -0.0845
14.003 835.81 835.7800 18.1 0.024 -1.230 834.77 -0.0840
14.104 835.79 835.7800 17.8 0.005 -1.262 834.78 -0.0836
14.203 835.77 835.7800 17.6 -0.014 -1.279 834.78 -0.0832
14.303 835.75 835.7800 17.3 -0.033 -1.302 834.79 -0.0828
14.403 835.73 835.7800 17.0 -0.051 -1.333 834.79 -0.0824
14.504 835.71 835.7800 16.8 -0.070 -1.350 834.80 -0.0820
14.603 835.69 835.7800 16.3 -0.089 -1.411 834.80 -0.0815
14.702 835.67 835.7800 16.2 -0.108 -1.405 834.81 -0.0811
14.804 835.65 835.7800 15.8 -0.128 -1.459 834.81 -0.0807
14.902 835.64 835.7800 15.7 -0.146 -1.453 834.82 -0.0803
15.003 835.62 835.7800 15.2 -0.166 -1.506 834.82 -0.0799
15.104 835.60 835.7800 14.9 -0.185 -1.537 834.83 -0.0795
15.203 835.58 835.7800 14.8 -0.204 -1.525 834.83 -0.0791
15.303 835.56 835.7800 14.4 -0.223 -1.578 834.84 -0.0787
15.402 835.54 835.7800 14.1 -0.242 -1.609 834.84 -0.0783
15.504 835.52 835.7800 13.9 -0.261 -1.626 834.85 -0.0780
15.603 835.50 835.7800 13.6 -0.281 -1.657 834.85 -0.0776
15.702 835.48 835.7800 13.3 -0.300 -1.681 834.86 -0.0772
15.804 835.46 835.7800 13.0 -0.319 -1.705 834.86 -0.0768
15.902 835.44 835.7800 12.8 -0.338 -1.721 834.87 -0.0764
16.003 835.42 835.7800 12.5 -0.357 -1.753 834.87 -0.0760
16.104 835.41 835.7800 12.2 -0.377 -1.776 834.87 -0.0756
16.203 835.39 835.7800 11.8 -0.396 -1.829 834.88 -0.0753
16.303 835.37 835.7800 11.7 -0.415 -1.824 834.88 -0.0749
16.402 835.35 835.7800 11.4 -0.435 -1.848 834.89 -0.0745
16.504 835.33 835.7800 11.2 -0.454 -1.871 834.89 -0.0741
16.603 835.31 835.7800 10.8 -0.473 -1.924 834.90 -0.0738
16.702 835.29 835.7800 10.4 -0.493 -1.956 834.90 -0.0734
16.804 835.27 835.7800 10.2 -0.512 -1.979 834.91 -0.0730
16.902 835.25 835.7800 9.9 -0.532 -2.004 834.91 -0.0727
17.003 835.23 835.7800 9.7 -0.551 -2.027 834.91 -0.0723
17.104 835.21 835.7800 9.4 -0.571 -2.051 834.92 -0.0719
17.203 835.19 835.7800 9.2 -0.590 -2.075 834.92 -0.0716
17.303 835.17 835.7800 8.9 -0.610 -2.099 834.93 -0.0712
17.402 835.15 835.7800 8.6 -0.630 -2.123 834.93 -0.0709
17.504 835.13 835.7800 8.4 -0.649 -2.146 834.94 -0.0705
17.604 835.11 835.7800 8.1 -0.669 -2.170 834.94 -0.0702
17.703 835.09 835.7800 7.9 -0.688 -2.194 834.94 -0.0698
17.804 835.07 835.7800 7.6 -0.708 -2.218 834.95 -0.0695
17.902 835.05 835.7800 7.4 -0.727 -2.242 834.95 -0.0691
18.003 835.04 835.7800 7.1 -0.747 -2.265 834.96 -0.0688
18.103 835.02 835.7800 6.8 -0.766 -2.289 834.96 -0.0684
18.203 835.00 835.7800 6.6 -0.786 -2.312 834.96 -0.0681
18.303 834.98 835.7800 6.3 -0.805 -2.336 834.97 -0.0677
18.402 834.96 835.7800 6.1 -0.825 -2.360 834.97 -0.0674
18.504 834.94 835.7800 5.8 -0.844 -2.383 834.98 -0.0671
18.604 834.92 835.7800 5.6 -0.864 -2.407 834.98 -0.0667
18.703 834.90 835.7800 5.3 -0.883 -2.430 834.98 -0.0664
18.803 834.88 835.7800 5.1 -0.903 -2.454 834.99 -0.0661
18.903 834.86 835.7800 4.8 -0.923 -2.485 834.99 -0.0657
19.004 834.84 835.7800 4.6 -0.942 -2.501 835.00 -0.0654
19.104 834.82 835.7800 4.3 -0.962 -2.524 835.00 -0.0651
19.203 834.80 835.7800 4.1 -0.981 -2.548 835.00 -0.0648
19.303 834.78 835.7800 3.9 -1.001 -2.571 835.01 -0.0644
19.403 834.76 835.7800 3.6 -1.020 -2.595 835.01 -0.0641
19.504 834.74 835.7800 3.4 -1.040 -2.618 835.02 -0.0638
19.603 834.72 835.7800 3.1 -1.059 -2.641 835.02 -0.0635
19.702 834.70 835.7800 2.9 -1.079 -2.665 835.02 -0.0632
19.804 834.68 835.7800 2.6 -1.098 -2.688 835.03 -0.0628
19.902 834.66 835.7800 2.4 -1.118 -2.711 835.03 -0.0625
